
Variant-level average across 5 folds - Epoch 9
Overall Results:
Macro-F1: 0.5100
Macro-Precision: 0.5549
Macro-Recall: 0.5342
Accuracy: 0.5919

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0526   0.4000       0.0282     0.4820     3.02
2        0.4490   0.8148       0.3099     0.7441     3.00
3        0.6049   0.5385       0.6901     0.7078     3.05
4        0.2609   0.5714       0.1690     0.6895     3.11
5        0.2759   0.7500       0.1690     0.7123     3.83
6        0.7333   0.9167       0.6111     0.8571     3.11
7        0.5766   0.8000       0.4507     0.7854     3.88
8        0.0732   0.2727       0.0423     0.6561     3.91
9        0.2727   0.7059       0.1690     0.7104     3.12
10       0.2651   0.9167       0.1549     0.7240     3.84
11       0.0789   0.6000       0.0423     0.6833     3.90
12       0.5294   0.8710       0.3803     0.6735     3.89
13       0.3333   0.3818       0.2958     0.6199     3.13
14       0.6903   0.9286       0.5493     0.8416     3.88
15       0.1905   0.2182       0.1690     0.5385     3.05
16       0.2143   0.6923       0.1268     0.5479     3.03
17       0.1282   0.7143       0.0704     0.5342     3.10
18       0.2353   0.7143       0.1408     0.5548     3.07
21       0.1600   1.0000       0.0870     0.7162     4.11
22       0.0000   0.0000       0.0000     0.5270     4.16
31       0.6338   0.6164       0.6522     0.6364     3.13
32       0.1842   1.0000       0.1014     0.5664     3.12
33       0.1316   0.7143       0.0725     0.5417     3.23
34       0.2051   0.8889       0.1159     0.5664     3.13
41       0.1500   0.6000       0.0857     0.5342     3.79
42       0.0000   0.0000       0.0000     0.4231     3.25
43       0.0000   0.0000       0.0000     0.4717     3.89
45       0.1463   0.5000       0.0857     0.5105     4.00
51       0.3022   0.3043       0.3000     0.3264     3.80
52       0.2051   1.0000       0.1143     0.5694     3.83
53       0.2537   0.2656       0.2429     0.3056     3.94
54       0.0548   0.6667       0.0286     0.5175     4.03
61       0.0000   0.0000       0.0000     0.5192     3.25
62       0.1081   0.1429       0.0870     0.3774     3.91
63       0.2319   0.2353       0.2286     0.2740     3.90
64       0.8690   0.8400       0.9000     0.8699     3.88
66       0.0000   0.0000       0.0000     0.4345     3.92
67       0.0325   0.0377       0.0286     0.1849     3.79
68       0.5075   0.5312       0.4857     0.5479     4.01
72       0.0000   0.0000       0.0000     0.0136     62.07
73       0.3778   0.8500       0.2429     0.6190     28.14
