
Sample-level average across 5 folds - Epoch 2
Overall Results:
Macro-F1: 0.4814
Macro-Precision: 0.5432
Macro-Recall: 0.5216
Accuracy: 0.5880

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.2500   0.6471       0.1549     0.5252     3.02
2        0.1458   0.2800       0.0986     0.6114     3.00
3        0.1667   0.3200       0.1127     0.6347     3.05
4        0.2800   0.4828       0.1972     0.6712     3.11
5        0.1026   0.5714       0.0563     0.6804     3.83
6        0.0889   0.2222       0.0556     0.6339     3.11
7        0.0759   0.3750       0.0423     0.6667     3.88
8        0.1707   0.6364       0.0986     0.6923     3.91
9        0.1600   0.2759       0.1127     0.6199     3.12
10       0.1266   0.6250       0.0704     0.6878     3.84
11       0.3191   0.6522       0.2113     0.7104     3.90
12       0.1818   0.4706       0.1127     0.5102     3.89
13       0.1702   0.3478       0.1127     0.6471     3.13
14       0.1519   0.7500       0.0845     0.6968     3.88
15       0.2796   0.5909       0.1831     0.6968     3.05
16       0.1978   0.4500       0.1268     0.5000     3.03
17       0.2174   0.4762       0.1408     0.5068     3.10
18       0.2697   0.6667       0.1690     0.5548     3.07
21       0.1538   0.6667       0.0870     0.7027     4.11
22       0.3333   0.7143       0.2174     0.7297     4.16
31       0.1935   0.3750       0.1304     0.4755     3.13
32       0.1647   0.4375       0.1014     0.5035     3.12
33       0.0282   0.5000       0.0145     0.5208     3.23
34       0.2727   0.6316       0.1739     0.5524     3.13
41       0.2680   0.4815       0.1857     0.5137     3.79
42       0.3125   0.5556       0.2174     0.5769     3.25
43       0.1429   0.4000       0.0870     0.5472     3.89
45       0.3495   0.5455       0.2571     0.5315     4.00
51       0.3200   0.5333       0.2286     0.5278     3.80
52       0.3725   0.5938       0.2714     0.5556     3.83
53       0.3429   0.5143       0.2571     0.5208     3.94
54       0.4404   0.6154       0.3429     0.5734     4.03
61       0.2069   0.5000       0.1304     0.5577     3.25
62       0.1481   0.5000       0.0870     0.5660     3.91
63       0.3061   0.5357       0.2143     0.5342     3.90
64       0.2941   0.4688       0.2143     0.5068     3.88
66       0.2198   0.4762       0.1429     0.5103     3.92
67       0.3774   0.5556       0.2857     0.5479     3.79
68       0.1739   0.3636       0.1143     0.4795     4.01
72       0.3256   0.3559       0.3000     0.4082     62.07
73       0.4595   0.4359       0.4857     0.4558     28.14
