
Variant-level average across 5 folds - Epoch 19
Overall Results:
Macro-F1: 0.6272
Macro-Precision: 0.6266
Macro-Recall: 0.6283
Accuracy: 0.6377

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7571   0.7681       0.7465     0.7554     3.02
2        0.7564   0.6941       0.8310     0.8199     3.00
3        0.7162   0.6883       0.7465     0.8082     3.05
4        0.5915   0.5915       0.5915     0.7352     3.11
5        0.4768   0.4500       0.5070     0.6393     3.83
6        0.6579   0.6250       0.6944     0.7679     3.11
7        0.3648   0.3295       0.4085     0.5388     3.88
8        0.2308   0.2118       0.2535     0.4570     3.91
9        0.6099   0.6143       0.6056     0.7511     3.12
10       0.6032   0.6909       0.5352     0.7738     3.84
11       0.5882   0.5051       0.7042     0.6833     3.90
12       0.2957   0.3864       0.2394     0.4490     3.89
13       0.7724   0.7568       0.7887     0.8507     3.13
14       0.4458   0.3895       0.5211     0.5837     3.88
15       0.7162   0.6883       0.7465     0.8100     3.05
16       0.6917   0.7419       0.6479     0.7192     3.03
17       0.7704   0.8125       0.7324     0.7877     3.10
18       0.7164   0.7619       0.6761     0.7397     3.07
21       0.5909   0.6190       0.5652     0.7568     4.11
22       0.0678   0.0556       0.0870     0.2568     4.16
31       0.7482   0.7429       0.7536     0.7552     3.13
32       0.7669   0.7969       0.7391     0.7832     3.12
33       0.2946   0.3167       0.2754     0.3681     3.23
34       0.6504   0.7407       0.5797     0.6993     3.13
41       0.2603   0.2500       0.2714     0.2603     3.79
42       0.2128   0.2083       0.2174     0.2885     3.25
43       0.3333   0.2903       0.3913     0.3208     3.89
45       0.4423   0.6765       0.3286     0.5944     4.00
51       0.6944   0.6757       0.7143     0.6944     3.80
52       0.6812   0.6912       0.6714     0.6944     3.83
53       0.6712   0.6447       0.7000     0.6667     3.94
54       0.7194   0.7246       0.7143     0.7273     4.03
61       0.4545   0.4762       0.4348     0.5385     3.25
62       0.3793   0.3143       0.4783     0.3208     3.91
63       0.6452   0.5882       0.7143     0.6233     3.90
64       0.6569   0.6716       0.6429     0.6781     3.88
66       0.5478   0.4943       0.6143     0.5103     3.92
67       0.5522   0.5781       0.5286     0.5890     3.79
68       0.6417   0.5128       0.8571     0.5411     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.5405   0.5128       0.5714     0.5374     28.14
