
Variant-level average across 5 folds - Epoch 18
Overall Results:
Macro-F1: 0.6224
Macro-Precision: 0.6218
Macro-Recall: 0.6243
Accuracy: 0.6314

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8714   0.8841       0.8592     0.8705     3.02
2        0.7383   0.7051       0.7746     0.8152     3.00
3        0.7582   0.7073       0.8169     0.8311     3.05
4        0.6377   0.6567       0.6197     0.7717     3.11
5        0.4698   0.4487       0.4930     0.6393     3.83
6        0.6711   0.6494       0.6944     0.7812     3.11
7        0.3827   0.3407       0.4366     0.5434     3.88
8        0.1961   0.1829       0.2113     0.4434     3.91
9        0.5839   0.6061       0.5634     0.7421     3.12
10       0.5574   0.6667       0.4789     0.7557     3.84
11       0.6503   0.5761       0.7465     0.7421     3.90
12       0.3729   0.4681       0.3099     0.4966     3.89
13       0.7261   0.6628       0.8028     0.8054     3.13
14       0.4699   0.4105       0.5493     0.6018     3.88
15       0.6667   0.6023       0.7465     0.7602     3.05
16       0.7023   0.7667       0.6479     0.7329     3.03
17       0.7681   0.7910       0.7465     0.7808     3.10
18       0.7176   0.7833       0.6620     0.7466     3.07
21       0.6341   0.7222       0.5652     0.7973     4.11
22       0.0667   0.0541       0.0870     0.2432     4.16
31       0.7586   0.7237       0.7971     0.7552     3.13
32       0.7907   0.8500       0.7391     0.8112     3.12
33       0.2636   0.2833       0.2464     0.3403     3.23
34       0.6935   0.7818       0.6232     0.7343     3.13
41       0.2368   0.2195       0.2571     0.2055     3.79
42       0.4074   0.3548       0.4783     0.3846     3.25
43       0.1739   0.1739       0.1739     0.2830     3.89
45       0.4259   0.6053       0.3286     0.5664     4.00
51       0.5316   0.4773       0.6000     0.4861     3.80
52       0.6993   0.6849       0.7143     0.7014     3.83
53       0.6125   0.5444       0.7000     0.5694     3.94
54       0.7568   0.7179       0.8000     0.7483     4.03
61       0.5652   0.5652       0.5652     0.6154     3.25
62       0.2456   0.2059       0.3043     0.1887     3.91
63       0.5647   0.4800       0.6857     0.4932     3.90
64       0.7248   0.6835       0.7714     0.7192     3.88
66       0.5839   0.5165       0.6714     0.5379     3.92
67       0.5443   0.4886       0.6143     0.5068     3.79
68       0.6067   0.5000       0.7714     0.5205     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.4962   0.5238       0.4714     0.5442     28.14
