
Sample-level average across 5 folds - Epoch 3
Overall Results:
Macro-F1: 0.5497
Macro-Precision: 0.6119
Macro-Recall: 0.5690
Accuracy: 0.6259

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4255   0.8696       0.2817     0.6115     3.02
2        0.3564   0.6000       0.2535     0.6919     3.00
3        0.3495   0.5625       0.2535     0.6941     3.05
4        0.3469   0.6296       0.2394     0.7078     3.11
5        0.3434   0.6071       0.2394     0.7032     3.83
6        0.3107   0.5161       0.2222     0.6830     3.11
7        0.3529   0.5806       0.2535     0.6986     3.88
8        0.3529   0.5806       0.2535     0.7014     3.91
9        0.3158   0.6250       0.2113     0.7059     3.12
10       0.2609   0.5714       0.1690     0.6923     3.84
11       0.3619   0.5588       0.2676     0.6968     3.90
12       0.2093   0.6000       0.1268     0.5374     3.89
13       0.2637   0.6000       0.1690     0.6968     3.13
14       0.2826   0.6190       0.1831     0.7014     3.88
15       0.3366   0.5667       0.2394     0.6968     3.05
16       0.4356   0.7333       0.3099     0.6096     3.03
17       0.4632   0.9167       0.3099     0.6507     3.10
18       0.3478   0.7619       0.2254     0.5890     3.07
21       0.2308   1.0000       0.1304     0.7297     4.11
22       0.4211   0.5333       0.3478     0.7027     4.16
31       0.4286   0.7241       0.3043     0.6084     3.13
32       0.3478   0.6957       0.2319     0.5804     3.12
33       0.1429   0.4000       0.0870     0.5000     3.23
34       0.3023   0.7647       0.1884     0.5804     3.13
41       0.2697   0.6316       0.1714     0.5548     3.79
42       0.1935   0.3750       0.1304     0.5192     3.25
43       0.2000   0.4286       0.1304     0.5472     3.89
45       0.2222   0.3793       0.1571     0.4615     4.00
51       0.4915   0.6042       0.4143     0.5833     3.80
52       0.5649   0.6066       0.5286     0.6042     3.83
53       0.4715   0.5472       0.4143     0.5486     3.94
54       0.5424   0.6667       0.4571     0.6224     4.03
61       0.3429   0.5000       0.2609     0.5577     3.25
62       0.2857   0.4167       0.2174     0.5283     3.91
63       0.4516   0.5185       0.4000     0.5342     3.90
64       0.4874   0.5918       0.4143     0.5822     3.88
66       0.3711   0.6667       0.2571     0.5793     3.92
67       0.3793   0.4783       0.3143     0.5068     3.79
68       0.5082   0.5962       0.4429     0.5890     4.01
72       0.1935   0.3913       0.1286     0.4898     62.07
73       0.2909   0.4000       0.2286     0.4694     28.14
