
Sample-level average across 5 folds - Epoch 16
Overall Results:
Macro-F1: 0.7058
Macro-Precision: 0.7045
Macro-Recall: 0.7081
Accuracy: 0.7133

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7463   0.7937       0.7042     0.7554     3.02
2        0.6712   0.6533       0.6901     0.7725     3.00
3        0.7051   0.6471       0.7746     0.7900     3.05
4        0.7114   0.6795       0.7465     0.8037     3.11
5        0.6711   0.6410       0.7042     0.7763     3.83
6        0.6803   0.6667       0.6944     0.7902     3.11
7        0.6053   0.5679       0.6479     0.7260     3.88
8        0.5811   0.5584       0.6056     0.7195     3.91
9        0.7143   0.7246       0.7042     0.8190     3.12
10       0.6176   0.6462       0.5915     0.7647     3.84
11       0.5921   0.5556       0.6338     0.7195     3.90
12       0.5932   0.7447       0.4930     0.6735     3.89
13       0.7222   0.7123       0.7324     0.8190     3.13
14       0.7179   0.6588       0.7887     0.8009     3.88
15       0.6928   0.6463       0.7465     0.7873     3.05
16       0.7746   0.7746       0.7746     0.7808     3.03
17       0.7015   0.7460       0.6620     0.7260     3.10
18       0.7972   0.7917       0.8028     0.8014     3.07
21       0.3500   0.4118       0.3043     0.6486     4.11
22       0.5306   0.5000       0.5652     0.6892     4.16
31       0.7612   0.7846       0.7391     0.7762     3.13
32       0.7328   0.7742       0.6957     0.7552     3.12
33       0.5379   0.5132       0.5652     0.5347     3.23
34       0.7656   0.8305       0.7101     0.7902     3.13
41       0.5195   0.4762       0.5714     0.4932     3.79
42       0.6222   0.6364       0.6087     0.6731     3.25
43       0.5185   0.4516       0.6087     0.5094     3.89
45       0.6013   0.5542       0.6571     0.5734     4.00
51       0.7733   0.7250       0.8286     0.7639     3.80
52       0.7376   0.7324       0.7429     0.7431     3.83
53       0.6667   0.6486       0.6857     0.6667     3.94
54       0.7887   0.7778       0.8000     0.7902     4.03
61       0.4651   0.5000       0.4348     0.5577     3.25
62       0.5283   0.4667       0.6087     0.5283     3.91
63       0.6621   0.6400       0.6857     0.6644     3.90
64       0.7162   0.6795       0.7571     0.7123     3.88
66       0.6839   0.6235       0.7571     0.6621     3.92
67       0.6800   0.6375       0.7286     0.6712     3.79
68       0.6289   0.5618       0.7143     0.5959     4.01
72       0.4331   0.3908       0.4857     0.3946     62.07
73       0.4430   0.3977       0.5000     0.4014     28.14
