
Sample-level average across 5 folds - Epoch 39
Overall Results:
Macro-F1: 0.7285
Macro-Precision: 0.7311
Macro-Recall: 0.7267
Accuracy: 0.7403

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7846   0.8644       0.7183     0.7986     3.02
2        0.7338   0.7500       0.7183     0.8246     3.00
3        0.7552   0.7500       0.7606     0.8402     3.05
4        0.7556   0.7969       0.7183     0.8493     3.11
5        0.6475   0.6618       0.6338     0.7763     3.83
6        0.7222   0.7222       0.7222     0.8214     3.11
7        0.6447   0.6049       0.6901     0.7534     3.88
8        0.6241   0.6286       0.6197     0.7602     3.91
9        0.6901   0.6901       0.6901     0.8009     3.12
10       0.6475   0.6618       0.6338     0.7783     3.84
11       0.5658   0.5309       0.6056     0.7014     3.90
12       0.6102   0.7660       0.5070     0.6871     3.89
13       0.8056   0.7945       0.8169     0.8733     3.13
14       0.6757   0.6494       0.7042     0.7828     3.88
15       0.7660   0.7714       0.7606     0.8507     3.05
16       0.7879   0.8525       0.7324     0.8082     3.03
17       0.7368   0.7903       0.6901     0.7603     3.10
18       0.8244   0.9000       0.7606     0.8425     3.07
21       0.4211   0.5333       0.3478     0.7027     4.11
22       0.3913   0.3913       0.3913     0.6216     4.16
31       0.8462   0.9016       0.7971     0.8601     3.13
32       0.7939   0.8387       0.7536     0.8112     3.12
33       0.4844   0.5254       0.4493     0.5417     3.23
34       0.8000   0.8525       0.7536     0.8182     3.13
41       0.4593   0.4769       0.4429     0.5000     3.79
42       0.5581   0.6000       0.5217     0.6346     3.25
43       0.6122   0.5769       0.6522     0.6415     3.89
45       0.5775   0.5694       0.5857     0.5804     4.00
51       0.6815   0.7077       0.6571     0.7014     3.80
52       0.7852   0.8154       0.7571     0.7986     3.83
53       0.7059   0.7273       0.6857     0.7222     3.94
54       0.7385   0.8000       0.6857     0.7622     4.03
61       0.6047   0.6500       0.5652     0.6731     3.25
62       0.4314   0.3929       0.4783     0.4528     3.91
63       0.6870   0.7377       0.6429     0.7192     3.90
64       0.7273   0.7742       0.6857     0.7534     3.88
66       0.6939   0.6623       0.7286     0.6897     3.92
67       0.7101   0.7206       0.7000     0.7260     3.79
68       0.6800   0.6375       0.7286     0.6712     4.01
72       0.3333   0.3548       0.3143     0.4014     62.07
73       0.3664   0.3934       0.3429     0.4354     28.14
