
Sample-level average across 5 folds - Epoch 15
Overall Results:
Macro-F1: 0.6984
Macro-Precision: 0.7120
Macro-Recall: 0.6943
Accuracy: 0.7192

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7167   0.8776       0.6056     0.7554     3.02
2        0.6767   0.7258       0.6338     0.7962     3.00
3        0.6618   0.6923       0.6338     0.7900     3.05
4        0.6462   0.7119       0.5915     0.7900     3.11
5        0.6308   0.6949       0.5775     0.7808     3.83
6        0.6129   0.7308       0.5278     0.7857     3.11
7        0.5957   0.6000       0.5915     0.7397     3.88
8        0.5736   0.6379       0.5211     0.7511     3.91
9        0.6769   0.7458       0.6197     0.8100     3.12
10       0.5289   0.6400       0.4507     0.7421     3.84
11       0.6197   0.6197       0.6197     0.7557     3.90
12       0.5893   0.8049       0.4648     0.6871     3.89
13       0.6719   0.7544       0.6056     0.8100     3.13
14       0.6522   0.6716       0.6338     0.7828     3.88
15       0.7050   0.7206       0.6901     0.8145     3.05
16       0.6880   0.7963       0.6056     0.7329     3.03
17       0.6833   0.8367       0.5775     0.7397     3.10
18       0.7244   0.8214       0.6479     0.7603     3.07
21       0.3125   0.5556       0.2174     0.7027     4.11
22       0.2927   0.3333       0.2609     0.6081     4.16
31       0.7442   0.8000       0.6957     0.7692     3.13
32       0.6667   0.8125       0.5652     0.7273     3.12
33       0.4602   0.5909       0.3768     0.5764     3.23
34       0.7049   0.8113       0.6232     0.7483     3.13
41       0.3636   0.4314       0.3143     0.4726     3.79
42       0.4118   0.6364       0.3043     0.6154     3.25
43       0.5490   0.5000       0.6087     0.5660     3.89
45       0.5909   0.6290       0.5571     0.6224     4.00
51       0.7445   0.7612       0.7286     0.7569     3.80
52       0.7419   0.8519       0.6571     0.7778     3.83
53       0.6977   0.7627       0.6429     0.7292     3.94
54       0.7317   0.8491       0.6429     0.7692     4.03
61       0.4571   0.6667       0.3478     0.6346     3.25
62       0.4545   0.4762       0.4348     0.5472     3.91
63       0.6667   0.6923       0.6429     0.6918     3.90
64       0.7218   0.7619       0.6857     0.7466     3.88
66       0.5985   0.6119       0.5857     0.6207     3.92
67       0.6515   0.6935       0.6143     0.6849     3.79
68       0.6250   0.6081       0.6429     0.6301     4.01
72       0.2931   0.3696       0.2429     0.4422     62.07
73       0.2523   0.3415       0.2000     0.4354     28.14
