
Variant-level average across 5 folds - Epoch 42
Overall Results:
Macro-F1: 0.6367
Macro-Precision: 0.6360
Macro-Recall: 0.6382
Accuracy: 0.6464

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8356   0.8133       0.8592     0.8273     3.02
2        0.7297   0.7013       0.7606     0.8104     3.00
3        0.7347   0.7105       0.7606     0.8219     3.05
4        0.7050   0.7206       0.6901     0.8128     3.11
5        0.3867   0.3671       0.4085     0.5799     3.83
6        0.6842   0.6500       0.7222     0.7857     3.11
7        0.4142   0.3571       0.4930     0.5479     3.88
8        0.1892   0.1818       0.1972     0.4570     3.91
9        0.6713   0.6667       0.6761     0.7873     3.12
10       0.5299   0.6739       0.4366     0.7511     3.84
11       0.5989   0.5000       0.7465     0.6787     3.90
12       0.2991   0.4444       0.2254     0.4898     3.89
13       0.7172   0.7027       0.7324     0.8145     3.13
14       0.4343   0.3654       0.5352     0.5520     3.88
15       0.7582   0.7073       0.8169     0.8326     3.05
16       0.7218   0.7742       0.6761     0.7466     3.03
17       0.7887   0.7887       0.7887     0.7945     3.10
18       0.6719   0.7544       0.6056     0.7123     3.07
21       0.5957   0.5833       0.6087     0.7432     4.11
22       0.1967   0.1579       0.2609     0.3378     4.16
31       0.7660   0.7500       0.7826     0.7692     3.13
32       0.7939   0.8387       0.7536     0.8112     3.12
33       0.2353   0.2388       0.2319     0.2778     3.23
34       0.6866   0.7077       0.6667     0.7063     3.13
41       0.2313   0.2208       0.2429     0.2260     3.79
42       0.2500   0.2400       0.2609     0.3077     3.25
43       0.3137   0.2857       0.3478     0.3396     3.89
45       0.5378   0.6531       0.4571     0.6154     4.00
51       0.6755   0.6296       0.7286     0.6597     3.80
52       0.6763   0.6812       0.6714     0.6875     3.83
53       0.6939   0.6623       0.7286     0.6875     3.94
54       0.7651   0.7215       0.8143     0.7552     4.03
61       0.5909   0.6190       0.5652     0.6538     3.25
62       0.2909   0.2500       0.3478     0.2642     3.91
63       0.6842   0.6341       0.7429     0.6712     3.90
64       0.6765   0.6970       0.6571     0.6986     3.88
66       0.6125   0.5444       0.7000     0.5724     3.92
67       0.6241   0.6197       0.6286     0.6370     3.79
68       0.6460   0.5714       0.7429     0.6096     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.4892   0.4928       0.4857     0.5170     28.14
