
Sample-level average across 5 folds - Epoch 31
Overall Results:
Macro-F1: 0.7224
Macro-Precision: 0.7252
Macro-Recall: 0.7205
Accuracy: 0.7347

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8030   0.8689       0.7465     0.8129     3.02
2        0.6809   0.6857       0.6761     0.7867     3.00
3        0.7403   0.6867       0.8028     0.8174     3.05
4        0.7259   0.7656       0.6901     0.8311     3.11
5        0.6522   0.6716       0.6338     0.7808     3.83
6        0.7133   0.7183       0.7083     0.8170     3.11
7        0.6345   0.6216       0.6479     0.7580     3.88
8        0.6176   0.6462       0.5915     0.7647     3.91
9        0.7310   0.7162       0.7465     0.8235     3.12
10       0.6316   0.6774       0.5915     0.7783     3.84
11       0.5541   0.5325       0.5775     0.7014     3.90
12       0.6207   0.8000       0.5070     0.7007     3.89
13       0.7703   0.7403       0.8028     0.8462     3.13
14       0.7260   0.7067       0.7465     0.8190     3.88
15       0.7211   0.6974       0.7465     0.8145     3.05
16       0.7669   0.8226       0.7183     0.7877     3.03
17       0.7857   0.7971       0.7746     0.7945     3.10
18       0.8175   0.8485       0.7887     0.8288     3.07
21       0.4118   0.6364       0.3043     0.7297     4.11
22       0.4186   0.4500       0.3913     0.6622     4.16
31       0.7939   0.8387       0.7536     0.8112     3.13
32       0.7727   0.8095       0.7391     0.7902     3.12
33       0.5528   0.6296       0.4928     0.6181     3.23
34       0.7188   0.7797       0.6667     0.7483     3.13
41       0.4925   0.5156       0.4714     0.5342     3.79
42       0.5532   0.5417       0.5652     0.5962     3.25
43       0.5200   0.4815       0.5652     0.5472     3.89
45       0.5606   0.5968       0.5286     0.5944     4.00
51       0.6857   0.6857       0.6857     0.6944     3.80
52       0.7442   0.8136       0.6857     0.7708     3.83
53       0.7121   0.7581       0.6714     0.7361     3.94
54       0.7448   0.7200       0.7714     0.7413     4.03
61       0.5714   0.6316       0.5217     0.6538     3.25
62       0.4583   0.4400       0.4783     0.5094     3.91
63       0.6866   0.7188       0.6571     0.7123     3.90
64       0.7077   0.7667       0.6571     0.7397     3.88
66       0.6429   0.6429       0.6429     0.6552     3.92
67       0.6906   0.6957       0.6857     0.7055     3.79
68       0.6486   0.6154       0.6857     0.6438     4.01
72       0.3025   0.3673       0.2571     0.4354     62.07
73       0.3407   0.3538       0.3286     0.3946     28.14
