
Sample-level average across 5 folds - Epoch 29
Overall Results:
Macro-F1: 0.7115
Macro-Precision: 0.7126
Macro-Recall: 0.7106
Accuracy: 0.7228

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7597   0.8448       0.6901     0.7770     3.02
2        0.7536   0.7761       0.7324     0.8389     3.00
3        0.7083   0.6986       0.7183     0.8082     3.05
4        0.7500   0.7846       0.7183     0.8447     3.11
5        0.6620   0.6620       0.6620     0.7808     3.83
6        0.6901   0.7000       0.6806     0.8036     3.11
7        0.6056   0.6056       0.6056     0.7443     3.88
8        0.6286   0.6377       0.6197     0.7647     3.91
9        0.7211   0.6974       0.7465     0.8145     3.12
10       0.6241   0.6286       0.6197     0.7602     3.84
11       0.6541   0.5909       0.7324     0.7511     3.90
12       0.6496   0.8261       0.5352     0.7211     3.89
13       0.7338   0.7500       0.7183     0.8326     3.13
14       0.6797   0.6341       0.7324     0.7783     3.88
15       0.7286   0.7391       0.7183     0.8281     3.05
16       0.7752   0.8621       0.7042     0.8014     3.03
17       0.7519   0.8065       0.7042     0.7740     3.10
18       0.7820   0.8387       0.7324     0.8014     3.07
21       0.5238   0.5789       0.4783     0.7297     4.11
22       0.4889   0.5000       0.4783     0.6892     4.16
31       0.7360   0.8214       0.6667     0.7692     3.13
32       0.7164   0.7385       0.6957     0.7343     3.12
33       0.5231   0.5574       0.4928     0.5694     3.23
34       0.7519   0.7812       0.7246     0.7692     3.13
41       0.4857   0.4857       0.4857     0.5068     3.79
42       0.5854   0.6667       0.5217     0.6731     3.25
43       0.5660   0.5000       0.6522     0.5660     3.89
45       0.5397   0.6071       0.4857     0.5944     4.00
51       0.6853   0.6712       0.7000     0.6875     3.80
52       0.7313   0.7656       0.7000     0.7500     3.83
53       0.6471   0.6667       0.6286     0.6667     3.94
54       0.7083   0.6892       0.7286     0.7063     4.03
61       0.5854   0.6667       0.5217     0.6731     3.25
62       0.4167   0.4000       0.4348     0.4717     3.91
63       0.6667   0.6923       0.6429     0.6918     3.90
64       0.6815   0.7077       0.6571     0.7055     3.88
66       0.6490   0.6049       0.7000     0.6345     3.92
67       0.6345   0.6133       0.6571     0.6370     3.79
68       0.5793   0.5600       0.6000     0.5822     4.01
72       0.4106   0.3827       0.4429     0.3946     62.07
73       0.4106   0.3827       0.4429     0.3946     28.14
