
Variant-level average across 5 folds - Epoch 34
Overall Results:
Macro-F1: 0.6276
Macro-Precision: 0.6275
Macro-Recall: 0.6277
Accuracy: 0.6403

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8029   0.8333       0.7746     0.8058     3.02
2        0.7724   0.7568       0.7887     0.8436     3.00
3        0.7222   0.7123       0.7324     0.8174     3.05
4        0.6923   0.7627       0.6338     0.8174     3.11
5        0.4774   0.4405       0.5211     0.6301     3.83
6        0.6763   0.7015       0.6528     0.7991     3.11
7        0.3879   0.3404       0.4507     0.5388     3.88
8        0.2394   0.2394       0.2394     0.5113     3.91
9        0.6471   0.6769       0.6197     0.7828     3.12
10       0.6074   0.6406       0.5775     0.7602     3.84
11       0.6022   0.4870       0.7887     0.6652     3.90
12       0.3725   0.6129       0.2676     0.5646     3.89
13       0.7941   0.8308       0.7606     0.8733     3.13
14       0.3452   0.2990       0.4085     0.5023     3.88
15       0.6562   0.7368       0.5915     0.8009     3.05
16       0.7581   0.8868       0.6620     0.7945     3.03
17       0.7794   0.8154       0.7465     0.7945     3.10
18       0.7213   0.8627       0.6197     0.7671     3.07
21       0.5532   0.5417       0.5652     0.7162     4.11
22       0.1639   0.1316       0.2174     0.3108     4.16
31       0.7481   0.7903       0.7101     0.7692     3.13
32       0.6504   0.7407       0.5797     0.6993     3.12
33       0.2500   0.2712       0.2319     0.3333     3.23
34       0.7407   0.7576       0.7246     0.7552     3.13
41       0.2819   0.2658       0.3000     0.2671     3.79
42       0.2979   0.2917       0.3043     0.3654     3.25
43       0.3636   0.3125       0.4348     0.3396     3.89
45       0.4554   0.7419       0.3286     0.6154     4.00
51       0.6711   0.6329       0.7143     0.6597     3.80
52       0.6466   0.6825       0.6143     0.6736     3.83
53       0.6216   0.5897       0.6571     0.6111     3.94
54       0.7050   0.7101       0.7000     0.7133     4.03
61       0.4889   0.5000       0.4783     0.5577     3.25
62       0.1250   0.1200       0.1304     0.2075     3.91
63       0.5921   0.5488       0.6429     0.5753     3.90
64       0.5547   0.5672       0.5429     0.5822     3.88
66       0.5362   0.5441       0.5286     0.5586     3.92
67       0.4507   0.4444       0.4571     0.4658     3.79
68       0.6102   0.5047       0.7714     0.5274     4.01
72       0.0000   0.0000       0.0000     0.0068     62.07
73       0.5860   0.5287       0.6571     0.5578     28.14
