
Sample-level average across 5 folds - Epoch 25
Overall Results:
Macro-F1: 0.7041
Macro-Precision: 0.7084
Macro-Recall: 0.7017
Accuracy: 0.7186

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7619   0.8727       0.6761     0.7842     3.02
2        0.7234   0.7286       0.7183     0.8152     3.00
3        0.7324   0.7324       0.7324     0.8265     3.05
4        0.6772   0.7679       0.6056     0.8128     3.11
5        0.6043   0.6176       0.5915     0.7489     3.83
6        0.6222   0.6667       0.5833     0.7723     3.11
7        0.5630   0.5938       0.5352     0.7306     3.88
8        0.5556   0.6364       0.4930     0.7466     3.91
9        0.7500   0.7397       0.7606     0.8371     3.12
10       0.5481   0.5781       0.5211     0.7240     3.84
11       0.6536   0.6098       0.7042     0.7602     3.90
12       0.6261   0.8182       0.5070     0.7075     3.89
13       0.7299   0.7576       0.7042     0.8326     3.13
14       0.6358   0.6000       0.6761     0.7511     3.88
15       0.7361   0.7260       0.7465     0.8281     3.05
16       0.7460   0.8545       0.6620     0.7808     3.03
17       0.7218   0.7742       0.6761     0.7466     3.10
18       0.7634   0.8333       0.7042     0.7877     3.07
21       0.3889   0.5385       0.3043     0.7027     4.11
22       0.2778   0.3846       0.2174     0.6486     4.16
31       0.7213   0.8302       0.6377     0.7622     3.13
32       0.7188   0.7797       0.6667     0.7483     3.12
33       0.5323   0.6000       0.4783     0.5972     3.23
34       0.7480   0.8519       0.6667     0.7832     3.13
41       0.5070   0.5000       0.5143     0.5205     3.79
42       0.6000   0.7059       0.5217     0.6923     3.25
43       0.5385   0.4828       0.6087     0.5472     3.89
45       0.5038   0.5410       0.4714     0.5455     4.00
51       0.6912   0.7121       0.6714     0.7083     3.80
52       0.7077   0.7667       0.6571     0.7361     3.83
53       0.7407   0.7692       0.7143     0.7569     3.94
54       0.7143   0.7143       0.7143     0.7203     4.03
61       0.5909   0.6190       0.5652     0.6538     3.25
62       0.4167   0.4000       0.4348     0.4717     3.91
63       0.6617   0.6984       0.6286     0.6918     3.90
64       0.6815   0.7077       0.6571     0.7055     3.88
66       0.6389   0.6216       0.6571     0.6414     3.92
67       0.5547   0.5672       0.5429     0.5822     3.79
68       0.5942   0.6029       0.5857     0.6164     4.01
72       0.3803   0.3750       0.3857     0.4014     62.07
73       0.4490   0.4286       0.4714     0.4490     28.14
