
Variant-level average across 5 folds - Epoch 20
Overall Results:
Macro-F1: 0.6041
Macro-Precision: 0.6036
Macro-Recall: 0.6054
Accuracy: 0.6142

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8333   0.8219       0.8451     0.8273     3.02
2        0.7329   0.6556       0.8310     0.7962     3.00
3        0.7206   0.7538       0.6901     0.8265     3.05
4        0.6418   0.6825       0.6056     0.7808     3.11
5        0.2941   0.3077       0.2817     0.5616     3.83
6        0.6053   0.5750       0.6389     0.7321     3.11
7        0.3825   0.3125       0.4930     0.4840     3.88
8        0.1007   0.1029       0.0986     0.4344     3.91
9        0.5170   0.5000       0.5352     0.6787     3.12
10       0.4124   0.7692       0.2817     0.7421     3.84
11       0.5550   0.4417       0.7465     0.6154     3.90
12       0.3520   0.4074       0.3099     0.4490     3.89
13       0.7838   0.7532       0.8169     0.8552     3.13
14       0.4740   0.4020       0.5775     0.5882     3.88
15       0.7832   0.7778       0.7887     0.8597     3.05
16       0.6142   0.6964       0.5493     0.6644     3.03
17       0.7862   0.7703       0.8028     0.7877     3.10
18       0.6569   0.6818       0.6338     0.6781     3.07
21       0.6667   0.7368       0.6087     0.8108     4.11
22       0.1538   0.1190       0.2174     0.2568     4.16
31       0.7619   0.8421       0.6957     0.7902     3.13
32       0.8125   0.8814       0.7536     0.8322     3.12
33       0.1613   0.1818       0.1449     0.2778     3.23
34       0.6032   0.6667       0.5507     0.6503     3.13
41       0.1096   0.1053       0.1143     0.1096     3.79
42       0.2449   0.2308       0.2609     0.2885     3.25
43       0.2593   0.2258       0.3043     0.2453     3.89
45       0.4340   0.6389       0.3286     0.5804     4.00
51       0.6087   0.6176       0.6000     0.6250     3.80
52       0.6581   0.6000       0.7286     0.6319     3.83
53       0.6301   0.6053       0.6571     0.6250     3.94
54       0.7020   0.6543       0.7571     0.6853     4.03
61       0.5641   0.6875       0.4783     0.6731     3.25
62       0.3509   0.2941       0.4348     0.3019     3.91
63       0.6267   0.5875       0.6714     0.6164     3.90
64       0.4390   0.5094       0.3857     0.5274     3.88
66       0.5714   0.4898       0.6857     0.5034     3.92
67       0.5570   0.5000       0.6286     0.5205     3.79
68       0.6452   0.5172       0.8571     0.5479     4.01
72       0.0000   0.0000       0.0000     0.0068     62.07
73       0.6322   0.5288       0.7857     0.5646     28.14
