
Variant-level average across 5 folds - Epoch 24
Overall Results:
Macro-F1: 0.8390
Macro-Precision: 0.8416
Macro-Recall: 0.8370
Accuracy: 0.8441

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     2.03
2        0.9552   0.9143       1.0000     0.9722     2.06
3        1.0000   1.0000       1.0000     1.0000     2.05
4        0.9677   0.9375       1.0000     0.9793     2.08
5        0.8764   0.8478       0.9070     0.9209     2.95
6        0.9773   1.0000       0.9556     0.9862     2.08
7        0.8571   0.8400       0.8750     0.9079     2.92
8        0.7451   0.6667       0.8444     0.8156     3.18
9        0.9247   0.8958       0.9556     0.9517     2.07
10       0.8636   0.8444       0.8837     0.9137     2.96
11       0.8421   0.8000       0.8889     0.8936     3.18
12       0.0741   0.2500       0.0435     0.4444     3.07
13       1.0000   1.0000       1.0000     1.0000     2.10
14       0.9263   0.9362       0.9167     0.9539     2.93
15       1.0000   1.0000       1.0000     1.0000     2.04
16       0.9841   1.0000       0.9688     0.9861     2.04
17       1.0000   1.0000       1.0000     1.0000     2.24
18       0.9697   0.9412       1.0000     0.9722     2.06
21       0.7237   0.8871       0.6111     0.7971     2.32
22       0.8603   0.8652       0.8556     0.8792     2.63
31       1.0000   1.0000       1.0000     1.0000     2.04
32       0.9885   1.0000       0.9773     0.9891     2.43
33       0.7234   0.6800       0.7727     0.8030     2.88
34       0.9538   0.9394       0.9688     0.9583     2.01
41       0.5532   0.7647       0.4333     0.6250     1.85
42       0.8313   0.8415       0.8214     0.8272     1.70
43       0.6747   0.5957       0.7778     0.7500     2.90
45       0.7368   0.7778       0.7000     0.7321     1.96
51       0.9663   0.9773       0.9556     0.9643     1.85
52       0.9945   0.9890       1.0000     0.9940     1.86
53       0.8834   0.9863       0.8000     0.8869     1.98
54       0.8098   0.9041       0.7333     0.8155     2.10
61       0.8634   0.7980       0.9405     0.8457     1.72
62       0.3373   0.2979       0.3889     0.4907     2.90
63       0.9277   0.9390       0.9167     0.9259     2.48
64       0.8025   0.8630       0.7500     0.8086     2.49
66       0.7143   0.7143       0.7143     0.7037     2.49
67       0.9394   0.9841       0.8986     0.9407     2.01
68       0.9605   0.9770       0.9444     0.9583     1.96
72       0.0000   0.0000       0.0000     0.3162     59.42
73       0.0000   0.0000       0.0000     0.2137     26.30
83       0.7576   0.8333       0.6944     0.8519     2.82
84       0.6000   0.5455       0.6667     0.7037     2.80
