
Sample-level average across 5 folds - Epoch 4
Overall Results:
Macro-F1: 0.5249
Macro-Precision: 0.5454
Macro-Recall: 0.5354
Accuracy: 0.5806

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4038   0.6364       0.2958     0.5540     3.02
2        0.3333   0.4082       0.2817     0.6209     3.00
3        0.3622   0.4107       0.3239     0.6301     3.05
4        0.3025   0.3750       0.2535     0.6210     3.11
5        0.2679   0.3659       0.2113     0.6256     3.83
6        0.3077   0.4000       0.2500     0.6384     3.11
7        0.3186   0.4286       0.2535     0.6484     3.88
8        0.2000   0.3448       0.1408     0.6380     3.91
9        0.3448   0.4444       0.2817     0.6561     3.12
10       0.2243   0.3333       0.1690     0.6244     3.84
11       0.2951   0.3529       0.2535     0.6109     3.90
12       0.3670   0.5263       0.2817     0.5306     3.89
13       0.2885   0.4545       0.2113     0.6652     3.13
14       0.3520   0.4074       0.3099     0.6335     3.88
15       0.4118   0.4308       0.3944     0.6380     3.05
16       0.4037   0.5789       0.3099     0.5548     3.03
17       0.3922   0.6452       0.2817     0.5753     3.10
18       0.3265   0.5926       0.2254     0.5479     3.07
21       0.1818   0.3000       0.1304     0.6351     4.11
22       0.2778   0.3846       0.2174     0.6486     4.16
31       0.3434   0.5667       0.2464     0.5455     3.13
32       0.3125   0.5556       0.2174     0.5385     3.12
33       0.3261   0.6522       0.2174     0.5694     3.23
34       0.2772   0.4375       0.2029     0.4895     3.13
41       0.3478   0.4444       0.2857     0.4863     3.79
42       0.4324   0.5714       0.3478     0.5962     3.25
43       0.3684   0.4667       0.3043     0.5472     3.89
45       0.4655   0.5870       0.3857     0.5664     4.00
51       0.3902   0.4528       0.3429     0.4792     3.80
52       0.4132   0.4902       0.3571     0.5069     3.83
53       0.4444   0.5532       0.3714     0.5486     3.94
54       0.4211   0.5455       0.3429     0.5385     4.03
61       0.3077   0.3750       0.2609     0.4808     3.25
62       0.3810   0.4211       0.3478     0.5094     3.91
63       0.3590   0.4468       0.3000     0.4863     3.90
64       0.3729   0.4583       0.3143     0.4932     3.88
66       0.3810   0.5714       0.2857     0.5517     3.92
67       0.3519   0.5000       0.2714     0.5205     3.79
68       0.5000   0.5741       0.4429     0.5753     4.01
72       0.4793   0.5686       0.4143     0.5714     62.07
73       0.5128   0.4651       0.5714     0.4830     28.14
