
Variant-level average across 5 folds - Epoch 1
Overall Results:
Macro-F1: 0.4509
Macro-Precision: 0.4508
Macro-Recall: 0.4529
Accuracy: 0.4805

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.9396   0.8974       0.9859     0.9353     3.02
2        0.2171   0.2414       0.1972     0.5213     3.00
3        0.3944   0.3944       0.3944     0.6073     3.05
4        0.0000   0.0000       0.0000     0.6256     3.11
5        0.0000   0.0000       0.0000     0.0183     3.83
6        0.4211   0.4590       0.3889     0.6562     3.11
7        0.1053   0.0764       0.1690     0.0685     3.88
8        0.0000   0.0000       0.0000     0.6290     3.91
9        0.0000   0.0000       0.0000     0.5204     3.12
10       0.0000   0.0000       0.0000     0.6787     3.84
11       0.4772   0.3178       0.9577     0.3258     3.90
12       0.2667   0.4118       0.1972     0.4762     3.89
13       0.1441   0.2000       0.1127     0.5701     3.13
14       0.1207   0.0870       0.1972     0.0769     3.88
15       0.3768   0.3881       0.3662     0.6109     3.05
16       0.0000   0.0000       0.0000     0.3699     3.03
17       0.9452   0.9200       0.9718     0.9452     3.10
18       0.0000   0.0000       0.0000     0.3630     3.07
21       1.0000   1.0000       1.0000     1.0000     4.11
22       0.0000   0.0000       0.0000     0.5541     4.16
31       0.4628   0.5385       0.4058     0.5455     3.13
32       0.4667   1.0000       0.3043     0.6643     3.12
33       0.0000   0.0000       0.0000     0.0139     3.23
34       0.0000   0.0000       0.0000     0.4755     3.13
41       0.0139   0.0135       0.0143     0.0274     3.79
42       0.2791   0.3000       0.2609     0.4038     3.25
43       0.0000   0.0000       0.0000     0.5094     3.89
45       0.2025   0.8889       0.1143     0.5594     4.00
51       0.0000   0.0000       0.0000     0.2847     3.80
52       0.2683   0.2340       0.3143     0.1667     3.83
53       0.2203   0.2708       0.1857     0.3611     3.94
54       0.6471   0.4925       0.9429     0.4965     4.03
61       0.9545   1.0000       0.9130     0.9615     3.25
62       0.1333   0.2857       0.0870     0.5094     3.91
63       0.0600   0.1000       0.0429     0.3562     3.90
64       0.4956   0.6512       0.4000     0.6096     3.88
66       0.8874   0.8272       0.9571     0.8828     3.92
67       0.7976   0.6837       0.9571     0.7671     3.79
68       0.4462   0.4833       0.4143     0.5068     4.01
72       0.0000   0.0000       0.0000     0.2653     62.07
73       0.5417   0.5270       0.5571     0.5510     28.14
