
Variant-level average across 5 folds - Epoch 3
Overall Results:
Macro-F1: 0.5507
Macro-Precision: 0.5567
Macro-Recall: 0.5519
Accuracy: 0.5819

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.3011   0.6364       0.1972     0.5324     3.02
2        0.2941   0.4839       0.2113     0.6588     3.00
3        0.4729   0.3636       0.6761     0.5114     3.05
4        0.6557   0.7843       0.5634     0.8082     3.11
5        0.5077   0.5593       0.4648     0.7078     3.83
6        0.7287   0.8246       0.6528     0.8438     3.11
7        0.5373   0.5714       0.5070     0.7169     3.88
8        0.3617   0.7391       0.2394     0.7285     3.91
9        0.7538   0.8305       0.6901     0.8552     3.12
10       0.4681   0.4714       0.4648     0.6606     3.84
11       0.3509   0.4651       0.2817     0.6652     3.90
12       0.6000   0.7347       0.5070     0.6735     3.89
13       0.0897   0.0824       0.0986     0.3575     3.13
14       0.5556   0.6364       0.4930     0.7466     3.88
15       0.1628   0.1386       0.1972     0.3484     3.05
16       0.7317   0.8654       0.6338     0.7740     3.03
17       0.4444   0.7857       0.3099     0.6233     3.10
18       0.7395   0.9167       0.6197     0.7877     3.07
21       0.3077   0.2759       0.3478     0.5135     4.11
22       0.0000   0.0000       0.0000     0.5811     4.16
31       0.6310   0.5354       0.7681     0.5664     3.13
32       0.1593   0.2045       0.1304     0.3357     3.12
33       0.2286   0.3333       0.1739     0.4375     3.23
34       0.7705   0.8868       0.6812     0.8042     3.13
41       0.6405   0.5904       0.7000     0.6233     3.79
42       0.3111   0.3182       0.3043     0.4038     3.25
43       0.6341   0.7222       0.5652     0.7170     3.89
45       0.0556   1.0000       0.0286     0.5245     4.00
51       0.6400   0.5333       0.8000     0.5625     3.80
52       0.2376   0.3871       0.1714     0.4653     3.83
53       0.1408   0.1389       0.1429     0.1528     3.94
54       0.4037   0.5641       0.3143     0.5455     4.03
61       0.2222   0.2273       0.2174     0.3269     3.25
62       0.0000   0.0000       0.0000     0.4717     3.91
63       0.1240   0.1356       0.1143     0.2260     3.90
64       0.8296   0.8615       0.8000     0.8425     3.88
66       0.3864   0.9444       0.2429     0.6276     3.92
67       0.1926   0.2000       0.1857     0.2534     3.79
68       0.4341   0.4746       0.4000     0.5000     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.5211   0.5139       0.5286     0.5374     28.14
