
Sample-level average across 5 folds - Epoch 39
Overall Results:
Macro-F1: 0.6908
Macro-Precision: 0.6909
Macro-Recall: 0.6907
Accuracy: 0.7017

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7634   0.8333       0.7042     0.7770     3.02
2        0.6069   0.5946       0.6197     0.7299     3.00
3        0.7097   0.6548       0.7746     0.7945     3.05
4        0.6857   0.6957       0.6761     0.7991     3.11
5        0.6056   0.6056       0.6056     0.7443     3.83
6        0.6259   0.6133       0.6389     0.7545     3.11
7        0.5874   0.5833       0.5915     0.7306     3.88
8        0.5821   0.6190       0.5493     0.7466     3.91
9        0.6809   0.6857       0.6761     0.7964     3.12
10       0.6015   0.6452       0.5634     0.7602     3.84
11       0.5732   0.5233       0.6338     0.6968     3.90
12       0.6333   0.7755       0.5352     0.7007     3.89
13       0.6538   0.6000       0.7183     0.7557     3.13
14       0.7248   0.6923       0.7606     0.8145     3.88
15       0.7075   0.6842       0.7324     0.8054     3.05
16       0.6720   0.7778       0.5915     0.7192     3.03
17       0.7259   0.7656       0.6901     0.7466     3.10
18       0.7714   0.7826       0.7606     0.7808     3.07
21       0.4324   0.5714       0.3478     0.7162     4.11
22       0.4255   0.4167       0.4348     0.6351     4.16
31       0.7500   0.8136       0.6957     0.7762     3.13
32       0.7429   0.7324       0.7536     0.7483     3.12
33       0.5426   0.5833       0.5072     0.5903     3.23
34       0.7302   0.8070       0.6667     0.7622     3.13
41       0.5638   0.5316       0.6000     0.5548     3.79
42       0.4889   0.5000       0.4783     0.5577     3.25
43       0.4255   0.4167       0.4348     0.4906     3.89
45       0.5735   0.5909       0.5571     0.5944     4.00
51       0.6479   0.6389       0.6571     0.6528     3.80
52       0.7183   0.7083       0.7286     0.7222     3.83
53       0.6765   0.6970       0.6571     0.6944     3.94
54       0.6713   0.6575       0.6857     0.6713     4.03
61       0.4500   0.5294       0.3913     0.5769     3.25
62       0.3600   0.3333       0.3913     0.3962     3.91
63       0.5612   0.5652       0.5571     0.5822     3.90
64       0.6131   0.6269       0.6000     0.6370     3.88
66       0.5793   0.5600       0.6000     0.5793     3.92
67       0.5694   0.5541       0.5857     0.5753     3.79
68       0.6901   0.6806       0.7000     0.6986     4.01
72       0.4768   0.4444       0.5143     0.4626     62.07
73       0.5556   0.4891       0.6429     0.5102     28.14
