
Variant-level average across 5 folds - Epoch 47
Overall Results:
Macro-F1: 0.6212
Macro-Precision: 0.6213
Macro-Recall: 0.6212
Accuracy: 0.6345

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7259   0.7656       0.6901     0.7338     3.02
2        0.6986   0.6800       0.7183     0.7915     3.00
3        0.7571   0.7681       0.7465     0.8447     3.05
4        0.6370   0.6719       0.6056     0.7763     3.11
5        0.4296   0.4531       0.4085     0.6484     3.83
6        0.6755   0.6456       0.7083     0.7812     3.11
7        0.4824   0.4141       0.5775     0.5982     3.88
8        0.1970   0.2131       0.1831     0.5204     3.91
9        0.5526   0.5185       0.5915     0.6923     3.12
10       0.6034   0.7778       0.4930     0.7919     3.84
11       0.6250   0.5238       0.7746     0.7014     3.90
12       0.2883   0.4000       0.2254     0.4626     3.89
13       0.7534   0.7333       0.7746     0.8371     3.13
14       0.5153   0.4565       0.5915     0.6425     3.88
15       0.7973   0.7662       0.8310     0.8643     3.05
16       0.6777   0.8200       0.5775     0.7329     3.03
17       0.7299   0.7576       0.7042     0.7466     3.10
18       0.7015   0.7460       0.6620     0.7260     3.07
21       0.5641   0.6875       0.4783     0.7703     4.11
22       0.1034   0.0857       0.1304     0.2973     4.16
31       0.7794   0.7910       0.7681     0.7902     3.13
32       0.7424   0.7778       0.7101     0.7622     3.12
33       0.1930   0.2444       0.1594     0.3611     3.23
34       0.6508   0.7193       0.5942     0.6923     3.13
41       0.2090   0.2188       0.2000     0.2740     3.79
42       0.2667   0.2727       0.2609     0.3654     3.25
43       0.2745   0.2500       0.3043     0.3019     3.89
45       0.3774   0.5556       0.2857     0.5385     4.00
51       0.5828   0.5432       0.6286     0.5625     3.80
52       0.6761   0.6667       0.6857     0.6806     3.83
53       0.5906   0.5570       0.6286     0.5764     3.94
54       0.6769   0.7333       0.6286     0.7063     4.03
61       0.5116   0.5500       0.4783     0.5962     3.25
62       0.2083   0.2000       0.2174     0.2830     3.91
63       0.5430   0.5062       0.5857     0.5274     3.90
64       0.6711   0.6329       0.7143     0.6644     3.88
66       0.5034   0.4805       0.5286     0.4966     3.92
67       0.4667   0.4375       0.5000     0.4521     3.79
68       0.6270   0.5043       0.8286     0.5274     4.01
72       0.0000   0.0000       0.0000     0.0068     62.07
73       0.4463   0.5294       0.3857     0.5442     28.14
