
Sample-level average across 5 folds - Epoch 33
Overall Results:
Macro-F1: 0.6811
Macro-Precision: 0.6925
Macro-Recall: 0.6778
Accuracy: 0.7023

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7154   0.8462       0.6197     0.7482     3.02
2        0.6370   0.6719       0.6056     0.7678     3.00
3        0.7042   0.7042       0.7042     0.8082     3.05
4        0.6719   0.7544       0.6056     0.8082     3.11
5        0.6154   0.6780       0.5634     0.7717     3.83
6        0.6015   0.6557       0.5556     0.7634     3.11
7        0.5440   0.6296       0.4789     0.7397     3.88
8        0.5649   0.6167       0.5211     0.7421     3.91
9        0.6906   0.7059       0.6761     0.8054     3.12
10       0.5039   0.5714       0.4507     0.7149     3.84
11       0.6154   0.6111       0.6197     0.7511     3.90
12       0.5913   0.7727       0.4789     0.6803     3.89
13       0.6418   0.6825       0.6056     0.7828     3.13
14       0.6471   0.6769       0.6197     0.7828     3.88
15       0.6429   0.6522       0.6338     0.7738     3.05
16       0.7302   0.8364       0.6479     0.7671     3.03
17       0.6167   0.7551       0.5211     0.6849     3.10
18       0.7328   0.8000       0.6761     0.7603     3.07
21       0.2778   0.3846       0.2174     0.6486     4.11
22       0.3415   0.3889       0.3043     0.6351     4.16
31       0.6942   0.8077       0.6087     0.7413     3.13
32       0.6613   0.7455       0.5942     0.7063     3.12
33       0.5738   0.6604       0.5072     0.6389     3.23
34       0.6612   0.7692       0.5797     0.7133     3.13
41       0.5496   0.5902       0.5143     0.5959     3.79
42       0.5000   0.5882       0.4348     0.6154     3.25
43       0.3043   0.3043       0.3043     0.3962     3.89
45       0.4724   0.5263       0.4286     0.5315     4.00
51       0.6613   0.7593       0.5857     0.7083     3.80
52       0.6929   0.7719       0.6286     0.7292     3.83
53       0.5806   0.6667       0.5143     0.6389     3.94
54       0.6772   0.7544       0.6143     0.7133     4.03
61       0.4324   0.5714       0.3478     0.5962     3.25
62       0.4706   0.4286       0.5217     0.4906     3.91
63       0.4844   0.5345       0.4429     0.5479     3.90
64       0.5345   0.6739       0.4429     0.6301     3.88
66       0.5581   0.6102       0.5143     0.6069     3.92
67       0.5672   0.5938       0.5429     0.6027     3.79
68       0.6324   0.6515       0.6143     0.6575     4.01
72       0.4098   0.4808       0.3571     0.5102     62.07
73       0.4567   0.5088       0.4143     0.5306     28.14
