
Variant-level average across 5 folds - Epoch 10
Overall Results:
Macro-F1: 0.6079
Macro-Precision: 0.6074
Macro-Recall: 0.6088
Accuracy: 0.6189

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7164   0.7619       0.6761     0.7266     3.02
2        0.7439   0.6559       0.8592     0.8009     3.00
3        0.6571   0.6667       0.6479     0.7808     3.05
4        0.5793   0.5676       0.5915     0.7215     3.11
5        0.5098   0.4756       0.5493     0.6575     3.83
6        0.5676   0.5526       0.5833     0.7143     3.11
7        0.3780   0.3333       0.4366     0.5342     3.88
8        0.1579   0.1481       0.1690     0.4208     3.91
9        0.5874   0.5833       0.5915     0.7330     3.12
10       0.5789   0.7674       0.4648     0.7828     3.84
11       0.6517   0.5421       0.8169     0.7195     3.90
12       0.3193   0.3958       0.2676     0.4490     3.89
13       0.8000   0.8116       0.7887     0.8733     3.13
14       0.4286   0.3976       0.4648     0.6018     3.88
15       0.7347   0.7105       0.7606     0.8235     3.05
16       0.6504   0.7692       0.5634     0.7055     3.03
17       0.6875   0.7719       0.6197     0.7260     3.10
18       0.6667   0.7636       0.5915     0.7123     3.07
21       0.6000   0.7059       0.5217     0.7838     4.11
22       0.1538   0.1190       0.2174     0.2568     4.16
31       0.7087   0.7759       0.6522     0.7413     3.13
32       0.7852   0.8030       0.7681     0.7972     3.12
33       0.2362   0.2586       0.2174     0.3264     3.23
34       0.5984   0.6552       0.5507     0.6434     3.13
41       0.1765   0.1818       0.1714     0.2329     3.79
42       0.4906   0.4333       0.5652     0.4808     3.25
43       0.2759   0.2286       0.3478     0.2075     3.89
45       0.4737   0.6136       0.3857     0.5804     4.00
51       0.5915   0.5833       0.6000     0.5972     3.80
52       0.6963   0.7231       0.6714     0.7153     3.83
53       0.6000   0.6000       0.6000     0.6111     3.94
54       0.6615   0.7167       0.6143     0.6923     4.03
61       0.5217   0.5217       0.5217     0.5769     3.25
62       0.3492   0.2750       0.4783     0.2264     3.91
63       0.6710   0.6118       0.7429     0.6507     3.90
64       0.5096   0.4598       0.5714     0.4726     3.88
66       0.4967   0.4578       0.5429     0.4690     3.92
67       0.4526   0.4627       0.4429     0.4863     3.79
68       0.6316   0.5000       0.8571     0.5205     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.6292   0.5185       0.8000     0.5510     28.14
