
Variant-level average across 5 folds - Epoch 20
Overall Results:
Macro-F1: 0.5970
Macro-Precision: 0.5968
Macro-Recall: 0.5990
Accuracy: 0.6059

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7246   0.7463       0.7042     0.7266     3.02
2        0.6951   0.6129       0.8028     0.7630     3.00
3        0.6928   0.6463       0.7465     0.7854     3.05
4        0.5672   0.6032       0.5352     0.7352     3.11
5        0.3429   0.3478       0.3380     0.5799     3.83
6        0.5833   0.5104       0.6806     0.6875     3.11
7        0.4444   0.3800       0.5352     0.5662     3.88
8        0.1538   0.1412       0.1690     0.4027     3.91
9        0.4841   0.4419       0.5352     0.6335     3.12
10       0.5321   0.7632       0.4085     0.7692     3.84
11       0.6298   0.5182       0.8028     0.6968     3.90
12       0.4211   0.4516       0.3944     0.4762     3.89
13       0.7342   0.6667       0.8169     0.8100     3.13
14       0.4969   0.4444       0.5634     0.6335     3.88
15       0.7500   0.6742       0.8451     0.8190     3.05
16       0.5736   0.6379       0.5211     0.6233     3.03
17       0.7407   0.7812       0.7042     0.7603     3.10
18       0.6324   0.6615       0.6056     0.6575     3.07
21       0.5238   0.5789       0.4783     0.7297     4.11
22       0.1333   0.1081       0.1739     0.2973     4.16
31       0.7704   0.7879       0.7536     0.7832     3.13
32       0.8372   0.9000       0.7826     0.8531     3.12
33       0.1406   0.1525       0.1304     0.2361     3.23
34       0.5667   0.6667       0.4928     0.6364     3.13
41       0.2345   0.2267       0.2429     0.2397     3.79
42       0.2642   0.2333       0.3043     0.2500     3.25
43       0.2642   0.2333       0.3043     0.2642     3.89
45       0.5116   0.5593       0.4714     0.5594     4.00
51       0.5342   0.5132       0.5571     0.5278     3.80
52       0.7183   0.7083       0.7286     0.7222     3.83
53       0.5828   0.5432       0.6286     0.5625     3.94
54       0.6923   0.7500       0.6429     0.7203     4.03
61       0.5000   0.5882       0.4348     0.6154     3.25
62       0.4000   0.3243       0.5217     0.3208     3.91
63       0.6747   0.5833       0.8000     0.6301     3.90
64       0.6456   0.5795       0.7286     0.6164     3.88
66       0.4744   0.4302       0.5286     0.4345     3.92
67       0.4444   0.4324       0.4571     0.4521     3.79
68       0.6230   0.5044       0.8143     0.5274     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.5405   0.5128       0.5714     0.5374     28.14
