
Sample-level average across 5 folds - Epoch 44
Overall Results:
Macro-F1: 0.7130
Macro-Precision: 0.7158
Macro-Recall: 0.7112
Accuracy: 0.7258

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7846   0.8644       0.7183     0.7986     3.02
2        0.7133   0.7083       0.7183     0.8057     3.00
3        0.7867   0.7468       0.8310     0.8539     3.05
4        0.7786   0.8500       0.7183     0.8676     3.11
5        0.5972   0.5890       0.6056     0.7352     3.83
6        0.7194   0.7463       0.6944     0.8259     3.11
7        0.5571   0.5652       0.5493     0.7169     3.88
8        0.5692   0.6271       0.5211     0.7466     3.91
9        0.7397   0.7200       0.7606     0.8281     3.12
10       0.5143   0.5217       0.5070     0.6923     3.84
11       0.6358   0.6000       0.6761     0.7511     3.90
12       0.6610   0.8298       0.5493     0.7279     3.89
13       0.7448   0.7297       0.7606     0.8326     3.13
14       0.6667   0.6329       0.7042     0.7738     3.88
15       0.7172   0.7027       0.7324     0.8145     3.05
16       0.8281   0.9298       0.7465     0.8493     3.03
17       0.7647   0.8000       0.7324     0.7808     3.10
18       0.8060   0.8571       0.7606     0.8219     3.07
21       0.3889   0.5385       0.3043     0.7027     4.11
22       0.4444   0.4545       0.4348     0.6622     4.16
31       0.7879   0.8254       0.7536     0.8042     3.13
32       0.7188   0.7797       0.6667     0.7483     3.12
33       0.4746   0.5714       0.4058     0.5694     3.23
34       0.7669   0.7969       0.7391     0.7832     3.13
41       0.4658   0.4474       0.4857     0.4658     3.79
42       0.5556   0.7692       0.4348     0.6923     3.25
43       0.4889   0.5000       0.4783     0.5660     3.89
45       0.5116   0.5593       0.4714     0.5594     4.00
51       0.6970   0.7419       0.6571     0.7222     3.80
52       0.7344   0.8103       0.6714     0.7639     3.83
53       0.6861   0.7015       0.6714     0.7014     3.94
54       0.7059   0.7273       0.6857     0.7203     4.03
61       0.6500   0.7647       0.5652     0.7308     3.25
62       0.4167   0.4000       0.4348     0.4717     3.91
63       0.6429   0.6429       0.6429     0.6575     3.90
64       0.6364   0.6774       0.6000     0.6712     3.88
66       0.6380   0.5591       0.7429     0.5931     3.92
67       0.6107   0.6557       0.5714     0.6507     3.79
68       0.5857   0.5857       0.5857     0.6027     4.01
72       0.3910   0.4127       0.3714     0.4490     62.07
73       0.4965   0.4930       0.5000     0.5170     28.14
