
Variant-level average across 5 folds - Epoch 32
Overall Results:
Macro-F1: 0.6140
Macro-Precision: 0.6135
Macro-Recall: 0.6161
Accuracy: 0.6227

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8175   0.8485       0.7887     0.8201     3.02
2        0.6296   0.5604       0.7183     0.7156     3.00
3        0.7582   0.7073       0.8169     0.8311     3.05
4        0.6462   0.7119       0.5915     0.7900     3.11
5        0.3922   0.3659       0.4225     0.5753     3.83
6        0.6272   0.5464       0.7361     0.7188     3.11
7        0.3529   0.3030       0.4225     0.4977     3.88
8        0.1772   0.1609       0.1972     0.4118     3.91
9        0.5867   0.5570       0.6197     0.7195     3.12
10       0.5484   0.6415       0.4789     0.7466     3.84
11       0.5882   0.4741       0.7746     0.6516     3.90
12       0.3902   0.4615       0.3380     0.4898     3.89
13       0.7172   0.7027       0.7324     0.8145     3.13
14       0.4217   0.3684       0.4930     0.5656     3.88
15       0.7843   0.7317       0.8451     0.8507     3.05
16       0.6565   0.7167       0.6056     0.6918     3.03
17       0.7879   0.8525       0.7324     0.8082     3.10
18       0.6957   0.7164       0.6761     0.7123     3.07
21       0.5778   0.5909       0.5652     0.7432     4.11
22       0.1786   0.1515       0.2174     0.3784     4.16
31       0.7820   0.8125       0.7536     0.7972     3.13
32       0.8435   0.7949       0.8986     0.8392     3.12
33       0.2388   0.2462       0.2319     0.2917     3.23
34       0.6769   0.7213       0.6377     0.7063     3.13
41       0.2098   0.2055       0.2143     0.2260     3.79
42       0.2083   0.2000       0.2174     0.2692     3.25
43       0.4000   0.3438       0.4783     0.3774     3.89
45       0.5079   0.5714       0.4571     0.5664     4.00
51       0.6093   0.5679       0.6571     0.5903     3.80
52       0.7564   0.6860       0.8429     0.7361     3.83
53       0.5775   0.5694       0.5857     0.5833     3.94
54       0.7286   0.7286       0.7286     0.7343     4.03
61       0.4500   0.5294       0.3913     0.5769     3.25
62       0.4727   0.4062       0.5652     0.4528     3.91
63       0.5578   0.5325       0.5857     0.5548     3.90
64       0.6316   0.6667       0.6000     0.6644     3.88
66       0.5207   0.4444       0.6286     0.4414     3.92
67       0.4615   0.4521       0.4714     0.4726     3.79
68       0.6441   0.5327       0.8143     0.5685     4.01
72       0.0268   0.0253       0.0286     0.0136     62.07
73       0.5468   0.5507       0.5429     0.5714     28.14
