
Sample-level average across 5 folds - Epoch 11
Overall Results:
Macro-F1: 0.5540
Macro-Precision: 0.5720
Macro-Recall: 0.5590
Accuracy: 0.6035

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.4746   0.6667       0.3684     0.6000     3.21
2        0.4030   0.4655       0.3553     0.6581     3.20
3        0.3252   0.4255       0.2632     0.6598     3.16
4        0.2540   0.3200       0.2105     0.6148     3.18
5        0.4000   0.4375       0.3684     0.6557     3.84
6        0.3731   0.4464       0.3205     0.6693     3.21
7        0.4496   0.5472       0.3816     0.7090     3.91
8        0.3361   0.4651       0.2632     0.6762     4.03
9        0.3194   0.3382       0.3026     0.5984     3.16
10       0.4526   0.5082       0.4079     0.6926     3.85
11       0.3697   0.5116       0.2895     0.6926     4.00
12       0.3840   0.5217       0.3038     0.5444     4.43
13       0.3121   0.3385       0.2895     0.6025     3.20
14       0.5000   0.5893       0.4342     0.7295     3.95
15       0.3969   0.4727       0.3421     0.6762     3.19
16       0.3833   0.5227       0.3026     0.5375     3.19
17       0.4602   0.6341       0.3611     0.5878     3.01
18       0.4098   0.5435       0.3289     0.5500     3.19
21       0.4733   0.5962       0.3924     0.7184     4.11
22       0.3333   0.4151       0.2785     0.6393     4.22
31       0.3860   0.5789       0.2895     0.5597     3.21
32       0.4444   0.6341       0.3421     0.5886     3.29
33       0.4651   0.5556       0.4000     0.5660     3.44
34       0.3826   0.5641       0.2895     0.5535     3.21
41       0.4930   0.5556       0.4430     0.5714     3.46
42       0.4722   0.5231       0.4304     0.5503     3.44
43       0.5032   0.5132       0.4937     0.5497     3.73
45       0.3103   0.4865       0.2278     0.5266     3.66
51       0.3577   0.5000       0.2785     0.5325     3.46
52       0.4697   0.5849       0.3924     0.5858     3.53
53       0.4412   0.5263       0.3797     0.5503     3.61
54       0.4308   0.5490       0.3544     0.5595     3.74
61       0.3500   0.5122       0.2658     0.5385     3.43
62       0.4295   0.4571       0.4051     0.5029     3.75
63       0.3840   0.5217       0.3038     0.5444     4.01
64       0.4186   0.5400       0.3418     0.5562     4.00
65       0.0000   0.0000       0.0000     0.5000     1.00
66       0.3871   0.5333       0.3038     0.5503     4.12
67       0.3906   0.5102       0.3165     0.5357     3.79
68       0.4071   0.6765       0.2911     0.6036     3.64
72       0.3259   0.3929       0.2785     0.4678     62.04
73       0.5031   0.4881       0.5190     0.5263     28.00
83       0.3333   0.4706       0.2581     0.5676     4.46
84       0.4643   0.5200       0.4194     0.5946     4.47
