
Variant-level average across 5 folds - Epoch 50
Overall Results:
Macro-F1: 0.5015
Macro-Precision: 0.5020
Macro-Recall: 0.5021
Accuracy: 0.5163

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5775   0.6212       0.5395     0.6129     3.21
2        0.5680   0.5161       0.6316     0.6880     3.20
3        0.4795   0.4316       0.5395     0.6352     3.16
4        0.5263   0.4737       0.5921     0.6680     3.18
5        0.1972   0.2121       0.1842     0.5328     3.84
6        0.4419   0.4043       0.4872     0.6220     3.21
7        0.4348   0.3704       0.5263     0.5738     3.91
8        0.0200   0.0161       0.0263     0.1967     4.03
9        0.5574   0.4766       0.6711     0.6680     3.16
10       0.5281   0.4608       0.6184     0.6557     3.85
11       0.2360   0.2059       0.2763     0.4426     4.00
12       0.5778   0.5149       0.6582     0.5503     4.43
13       0.4260   0.3871       0.4737     0.6025     3.20
14       0.4878   0.4545       0.5263     0.6557     3.95
15       0.4130   0.3519       0.5000     0.5574     3.19
16       0.5606   0.6607       0.4868     0.6375     3.19
17       0.6324   0.6719       0.5972     0.6622     3.01
18       0.5957   0.6462       0.5526     0.6438     3.19
21       0.2013   0.2000       0.2025     0.4816     4.11
22       0.2186   0.1923       0.2532     0.4139     4.22
31       0.5899   0.6508       0.5395     0.6415     3.21
32       0.4336   0.4627       0.4079     0.4873     3.29
33       0.4380   0.4839       0.4000     0.5157     3.44
34       0.6483   0.6812       0.6184     0.6792     3.21
41       0.2194   0.2237       0.2152     0.2798     3.46
42       0.4096   0.3908       0.4304     0.4201     3.44
43       0.4804   0.4300       0.5443     0.4561     3.73
45       0.2590   0.3000       0.2278     0.3905     3.66
51       0.3947   0.4110       0.3797     0.4556     3.46
52       0.4430   0.4430       0.4430     0.4793     3.53
53       0.6502   0.5323       0.8354     0.5799     3.61
54       0.5189   0.4528       0.6076     0.4702     3.74
61       0.3692   0.4706       0.3038     0.5148     3.43
62       0.2548   0.2564       0.2532     0.3158     3.75
63       0.3077   0.3922       0.2532     0.4675     4.01
64       0.4667   0.6829       0.3544     0.6213     4.00
65       0.0000   0.0000       0.0000     0.0000     1.00
66       0.6410   0.6494       0.6329     0.6686     4.12
67       0.5190   0.5190       0.5190     0.5476     3.79
68       0.2911   0.2911       0.2911     0.3373     3.64
72       0.0000   0.0000       0.0000     0.0000     62.04
73       0.0000   0.0000       0.0000     0.0058     28.00
83       0.6230   0.6333       0.6129     0.6892     4.46
84       0.6087   0.5526       0.6774     0.6351     4.47
