
Sample-level average across 5 folds - Epoch 16
Overall Results:
Macro-F1: 0.7120
Macro-Precision: 0.7115
Macro-Recall: 0.7127
Accuracy: 0.7212

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7761   0.8254       0.7324     0.7842     3.02
2        0.6892   0.6623       0.7183     0.7820     3.00
3        0.6752   0.6163       0.7465     0.7671     3.05
4        0.7222   0.7123       0.7324     0.8174     3.11
5        0.6043   0.6176       0.5915     0.7489     3.83
6        0.7297   0.7105       0.7500     0.8214     3.11
7        0.5753   0.5600       0.5915     0.7169     3.88
8        0.6277   0.6515       0.6056     0.7692     3.91
9        0.7260   0.7067       0.7465     0.8190     3.12
10       0.6040   0.5769       0.6338     0.7330     3.84
11       0.6065   0.5595       0.6620     0.7240     3.90
12       0.6512   0.7241       0.5915     0.6939     3.89
13       0.7467   0.7089       0.7887     0.8281     3.13
14       0.7273   0.6747       0.7887     0.8100     3.88
15       0.7162   0.6883       0.7465     0.8100     3.05
16       0.8358   0.8889       0.7887     0.8493     3.03
17       0.7328   0.8000       0.6761     0.7603     3.10
18       0.8261   0.8507       0.8028     0.8356     3.07
21       0.5000   0.6923       0.3913     0.7568     4.11
22       0.4889   0.5000       0.4783     0.6892     4.16
31       0.7591   0.7647       0.7536     0.7692     3.13
32       0.7338   0.7286       0.7391     0.7413     3.12
33       0.5075   0.5231       0.4928     0.5417     3.23
34       0.7482   0.7429       0.7536     0.7552     3.13
41       0.5638   0.5316       0.6000     0.5548     3.79
42       0.6667   0.6400       0.6957     0.6923     3.25
43       0.5357   0.4545       0.6522     0.5094     3.89
45       0.6423   0.6567       0.6286     0.6573     4.00
51       0.7133   0.6986       0.7286     0.7153     3.80
52       0.7429   0.7429       0.7429     0.7500     3.83
53       0.6870   0.7377       0.6429     0.7153     3.94
54       0.6759   0.6533       0.7000     0.6713     4.03
61       0.6364   0.6667       0.6087     0.6923     3.25
62       0.4528   0.4000       0.5217     0.4528     3.91
63       0.6429   0.6429       0.6429     0.6575     3.90
64       0.6950   0.6901       0.7000     0.7055     3.88
66       0.5890   0.5658       0.6143     0.5862     3.92
67       0.6154   0.6027       0.6286     0.6233     3.79
68       0.5906   0.5570       0.6286     0.5822     4.01
72       0.4348   0.4412       0.4286     0.4694     62.07
73       0.4412   0.4545       0.4286     0.4830     28.14
