
Sample-level average across 5 folds - Epoch 11
Overall Results:
Macro-F1: 0.7057
Macro-Precision: 0.7070
Macro-Recall: 0.7047
Accuracy: 0.7175

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7969   0.8947       0.7183     0.8129     3.02
2        0.6857   0.6957       0.6761     0.7915     3.00
3        0.7042   0.7042       0.7042     0.8082     3.05
4        0.7050   0.7206       0.6901     0.8128     3.11
5        0.6176   0.6462       0.5915     0.7626     3.83
6        0.6528   0.6528       0.6528     0.7768     3.11
7        0.5874   0.5833       0.5915     0.7306     3.88
8        0.6324   0.6615       0.6056     0.7738     3.91
9        0.7027   0.6753       0.7324     0.8009     3.12
10       0.5429   0.5507       0.5352     0.7104     3.84
11       0.6093   0.5750       0.6479     0.7330     3.90
12       0.6102   0.7660       0.5070     0.6871     3.89
13       0.7206   0.7538       0.6901     0.8281     3.13
14       0.6901   0.6901       0.6901     0.8009     3.88
15       0.7368   0.6914       0.7887     0.8190     3.05
16       0.7794   0.8154       0.7465     0.7945     3.03
17       0.6977   0.7759       0.6338     0.7329     3.10
18       0.7971   0.8209       0.7746     0.8082     3.07
21       0.3684   0.4667       0.3043     0.6757     4.11
22       0.4286   0.4737       0.3913     0.6757     4.16
31       0.7692   0.8197       0.7246     0.7902     3.13
32       0.7576   0.7937       0.7246     0.7762     3.12
33       0.5385   0.5738       0.5072     0.5833     3.23
34       0.7087   0.7759       0.6522     0.7413     3.13
41       0.4648   0.4583       0.4714     0.4795     3.79
42       0.6087   0.6087       0.6087     0.6538     3.25
43       0.5385   0.4828       0.6087     0.5472     3.89
45       0.5734   0.5616       0.5857     0.5734     4.00
51       0.7015   0.7344       0.6714     0.7222     3.80
52       0.7153   0.7313       0.7000     0.7292     3.83
53       0.6667   0.7097       0.6286     0.6944     3.94
54       0.7465   0.7361       0.7571     0.7483     4.03
61       0.5909   0.6190       0.5652     0.6538     3.25
62       0.5106   0.5000       0.5217     0.5660     3.91
63       0.6434   0.6301       0.6571     0.6507     3.90
64       0.6901   0.6806       0.7000     0.6986     3.88
66       0.6207   0.6000       0.6429     0.6207     3.92
67       0.6207   0.6000       0.6429     0.6233     3.79
68       0.6207   0.6000       0.6429     0.6233     4.01
72       0.4225   0.4167       0.4286     0.4422     62.07
73       0.4000   0.4000       0.4000     0.4286     28.14
