
Sample-level average across 5 folds - Epoch 49
Overall Results:
Macro-F1: 0.7217
Macro-Precision: 0.7258
Macro-Recall: 0.7192
Accuracy: 0.7350

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8209   0.8730       0.7746     0.8273     3.02
2        0.7299   0.7576       0.7042     0.8246     3.00
3        0.7338   0.7500       0.7183     0.8311     3.05
4        0.7914   0.8088       0.7746     0.8676     3.11
5        0.6187   0.6324       0.6056     0.7580     3.83
6        0.7143   0.7353       0.6944     0.8214     3.11
7        0.6241   0.6286       0.6197     0.7580     3.88
8        0.6197   0.6197       0.6197     0.7557     3.91
9        0.7826   0.8060       0.7606     0.8643     3.12
10       0.6232   0.6418       0.6056     0.7647     3.84
11       0.6267   0.5949       0.6620     0.7466     3.90
12       0.6271   0.7872       0.5211     0.7007     3.89
13       0.7429   0.7536       0.7324     0.8371     3.13
14       0.7042   0.7042       0.7042     0.8100     3.88
15       0.7778   0.7671       0.7887     0.8552     3.05
16       0.7460   0.8545       0.6620     0.7808     3.03
17       0.7597   0.8448       0.6901     0.7877     3.10
18       0.7939   0.8667       0.7324     0.8151     3.07
21       0.4571   0.6667       0.3478     0.7432     4.11
22       0.4545   0.4762       0.4348     0.6757     4.16
31       0.7460   0.8246       0.6812     0.7762     3.13
32       0.7794   0.7910       0.7681     0.7902     3.12
33       0.5556   0.6140       0.5072     0.6111     3.23
34       0.7812   0.8475       0.7246     0.8042     3.13
41       0.4444   0.4615       0.4286     0.4863     3.79
42       0.6047   0.6500       0.5652     0.6731     3.25
43       0.4889   0.5000       0.4783     0.5660     3.89
45       0.5191   0.5574       0.4857     0.5594     4.00
51       0.7647   0.7879       0.7429     0.7778     3.80
52       0.7206   0.7424       0.7000     0.7361     3.83
53       0.6667   0.7288       0.6143     0.7014     3.94
54       0.6957   0.7059       0.6857     0.7063     4.03
61       0.6190   0.6842       0.5652     0.6923     3.25
62       0.2667   0.2727       0.2609     0.3774     3.91
63       0.5865   0.6190       0.5571     0.6233     3.90
64       0.7231   0.7833       0.6714     0.7534     3.88
66       0.5532   0.5493       0.5571     0.5655     3.92
67       0.6324   0.6515       0.6143     0.6575     3.79
68       0.6207   0.6000       0.6429     0.6233     4.01
72       0.3910   0.4127       0.3714     0.4490     62.07
73       0.4571   0.4571       0.4571     0.4830     28.14
