
Variant-level average across 5 folds - Epoch 5
Overall Results:
Macro-F1: 0.5702
Macro-Precision: 0.5700
Macro-Recall: 0.5705
Accuracy: 0.5836

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5915   0.5915       0.5915     0.5827     3.02
2        0.7303   0.6075       0.9155     0.7725     3.00
3        0.6815   0.7188       0.6479     0.8037     3.05
4        0.3401   0.3289       0.3521     0.5571     3.11
5        0.2923   0.3220       0.2676     0.5799     3.83
6        0.5153   0.4615       0.5833     0.6473     3.11
7        0.3576   0.3375       0.3803     0.5571     3.88
8        0.0946   0.0909       0.0986     0.3937     3.91
9        0.4296   0.4531       0.4085     0.6516     3.12
10       0.4571   0.7059       0.3380     0.7421     3.84
11       0.5783   0.5053       0.6761     0.6833     3.90
12       0.2481   0.2759       0.2254     0.3401     3.89
13       0.8750   0.8630       0.8873     0.9186     3.13
14       0.3699   0.3600       0.3803     0.5837     3.88
15       0.7586   0.7432       0.7746     0.8416     3.05
16       0.4298   0.5200       0.3662     0.5274     3.03
17       0.5231   0.5763       0.4789     0.5753     3.10
18       0.5128   0.6522       0.4225     0.6096     3.07
21       0.3415   0.3889       0.3043     0.6351     4.11
22       0.1765   0.1333       0.2609     0.2432     4.16
31       0.6333   0.7451       0.5507     0.6923     3.13
32       0.8065   0.9091       0.7246     0.8322     3.12
33       0.1967   0.2264       0.1739     0.3194     3.23
34       0.4132   0.4808       0.3623     0.5035     3.13
41       0.2424   0.2581       0.2286     0.3151     3.79
42       0.5200   0.4815       0.5652     0.5385     3.25
43       0.1961   0.1786       0.2174     0.2264     3.89
45       0.5630   0.5846       0.5429     0.5874     4.00
51       0.5405   0.5128       0.5714     0.5278     3.80
52       0.7801   0.7746       0.7857     0.7847     3.83
53       0.5860   0.5287       0.6571     0.5486     3.94
54       0.5902   0.6923       0.5143     0.6503     4.03
61       0.2564   0.3125       0.2174     0.4423     3.25
62       0.4483   0.3714       0.5652     0.3962     3.91
63       0.6265   0.5417       0.7429     0.5753     3.90
64       0.6982   0.5960       0.8429     0.6507     3.88
66       0.4056   0.3973       0.4143     0.4138     3.92
67       0.3862   0.3733       0.4000     0.3904     3.79
68       0.6492   0.5124       0.8857     0.5411     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.5772   0.5443       0.6143     0.5714     28.14
