
Sample-level average across 5 folds - Epoch 32
Overall Results:
Macro-F1: 0.7110
Macro-Precision: 0.7099
Macro-Recall: 0.7125
Accuracy: 0.7192

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8143   0.8261       0.8028     0.8129     3.02
2        0.6944   0.6849       0.7042     0.7915     3.00
3        0.7692   0.7059       0.8451     0.8356     3.05
4        0.7465   0.7465       0.7465     0.8356     3.11
5        0.6111   0.6027       0.6197     0.7443     3.83
6        0.6797   0.6420       0.7222     0.7812     3.11
7        0.5733   0.5443       0.6056     0.7078     3.88
8        0.5874   0.5833       0.5915     0.7330     3.91
9        0.7432   0.7143       0.7746     0.8281     3.12
10       0.6087   0.6269       0.5915     0.7557     3.84
11       0.6036   0.5204       0.7183     0.6968     3.90
12       0.6387   0.7917       0.5352     0.7075     3.89
13       0.7179   0.6588       0.7887     0.8009     3.13
14       0.6962   0.6322       0.7746     0.7828     3.88
15       0.7838   0.7532       0.8169     0.8552     3.05
16       0.7626   0.7794       0.7465     0.7740     3.03
17       0.8000   0.8438       0.7606     0.8151     3.10
18       0.7941   0.8308       0.7606     0.8082     3.07
21       0.2703   0.3571       0.2174     0.6351     4.11
22       0.3846   0.3448       0.4348     0.5676     4.16
31       0.8244   0.8710       0.7826     0.8392     3.13
32       0.7391   0.7391       0.7391     0.7483     3.12
33       0.5652   0.5652       0.5652     0.5833     3.23
34       0.8000   0.8182       0.7826     0.8112     3.13
41       0.4930   0.4861       0.5000     0.5068     3.79
42       0.5833   0.5600       0.6087     0.6154     3.25
43       0.5660   0.5000       0.6522     0.5660     3.89
45       0.5674   0.5634       0.5714     0.5734     4.00
51       0.7324   0.7222       0.7429     0.7361     3.80
52       0.7050   0.7101       0.7000     0.7153     3.83
53       0.6901   0.6806       0.7000     0.6944     3.94
54       0.7034   0.6800       0.7286     0.6993     4.03
61       0.6047   0.6500       0.5652     0.6731     3.25
62       0.4348   0.4348       0.4348     0.5094     3.91
63       0.6383   0.6338       0.6429     0.6507     3.90
64       0.6906   0.6957       0.6857     0.7055     3.88
66       0.6405   0.5904       0.7000     0.6207     3.92
67       0.5986   0.5714       0.6286     0.5959     3.79
68       0.6797   0.6265       0.7429     0.6644     4.01
72       0.4196   0.4110       0.4286     0.4354     62.07
73       0.4575   0.4217       0.5000     0.4354     28.14
