
Variant-level average across 5 folds - Epoch 50
Overall Results:
Macro-F1: 0.6489
Macro-Precision: 0.6482
Macro-Recall: 0.6502
Accuracy: 0.6586

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8308   0.9153       0.7606     0.8417     3.02
2        0.7534   0.7333       0.7746     0.8294     3.00
3        0.7273   0.6383       0.8451     0.7945     3.05
4        0.7121   0.7705       0.6620     0.8265     3.11
5        0.4203   0.4328       0.4085     0.6347     3.83
6        0.7296   0.6667       0.8056     0.8080     3.11
7        0.4819   0.4211       0.5634     0.6073     3.88
8        0.2353   0.2462       0.2254     0.5294     3.91
9        0.6912   0.7231       0.6620     0.8100     3.12
10       0.5469   0.6140       0.4930     0.7376     3.84
11       0.5780   0.4902       0.7042     0.6697     3.90
12       0.5310   0.7143       0.4225     0.6395     3.89
13       0.7000   0.6292       0.7887     0.7828     3.13
14       0.6108   0.5312       0.7183     0.7059     3.88
15       0.7296   0.6591       0.8169     0.8054     3.05
16       0.7559   0.8571       0.6761     0.7877     3.03
17       0.8467   0.8788       0.8169     0.8562     3.10
18       0.7368   0.7903       0.6901     0.7603     3.07
21       0.2353   0.3636       0.1739     0.6486     4.11
22       0.1786   0.1515       0.2174     0.3784     4.16
31       0.7714   0.7606       0.7826     0.7762     3.13
32       0.7338   0.7286       0.7391     0.7413     3.12
33       0.2481   0.2667       0.2319     0.3264     3.23
34       0.7727   0.8095       0.7391     0.7902     3.13
41       0.3429   0.3429       0.3429     0.3699     3.79
42       0.2041   0.1923       0.2174     0.2500     3.25
43       0.4000   0.3704       0.4348     0.4340     3.89
45       0.4220   0.5897       0.3286     0.5594     4.00
51       0.6380   0.5591       0.7429     0.5903     3.80
52       0.7176   0.7705       0.6714     0.7431     3.83
53       0.5906   0.5570       0.6286     0.5764     3.94
54       0.7463   0.7812       0.7143     0.7622     4.03
61       0.4000   0.4091       0.3913     0.4808     3.25
62       0.3019   0.2667       0.3478     0.3019     3.91
63       0.6154   0.5253       0.7429     0.5548     3.90
64       0.8056   0.7838       0.8286     0.8082     3.88
66       0.5068   0.4868       0.5286     0.5034     3.92
67       0.4430   0.3977       0.5000     0.3973     3.79
68       0.6857   0.5714       0.8571     0.6233     4.01
72       0.0000   0.0000       0.0000     0.0408     62.07
73       0.5479   0.5263       0.5714     0.5510     28.14
