
Variant-level average across 5 folds - Epoch 41
Overall Results:
Macro-F1: 0.7268
Macro-Precision: 0.7266
Macro-Recall: 0.7270
Accuracy: 0.7990

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7273   0.8000       0.6667     0.8302     1.81
2        0.7368   0.7000       0.7778     0.8864     1.74
3        0.7429   0.7647       0.7222     0.8977     1.74
4        0.8108   0.7895       0.8333     0.9205     1.74
5        0.4444   0.4444       0.4444     0.7727     2.90
6        0.7273   0.8000       0.6667     0.8977     1.76
7        0.5714   0.5882       0.5556     0.8295     3.09
8        0.1875   0.2143       0.1667     0.7045     3.09
9        0.7429   0.7647       0.7222     0.8977     1.74
10       0.5714   0.5882       0.5556     0.8295     2.88
11       0.3500   0.3182       0.3889     0.7045     3.06
12       0.2051   0.1905       0.2222     0.4151     2.92
13       0.8571   0.7500       1.0000     0.9318     1.74
14       0.4000   0.3636       0.4444     0.7273     3.09
15       0.7895   0.7500       0.8333     0.9091     1.76
16       0.8824   0.9375       0.8333     0.9245     1.81
17       0.7742   0.9231       0.6667     0.8679     1.85
18       0.8333   0.8333       0.8333     0.8868     1.83
43       0.1429   0.1818       0.1176     0.5294     2.47
62       0.2051   0.1818       0.2353     0.3922     2.49
63       0.5882   0.5556       0.6250     0.7083     2.73
64       0.5806   0.6000       0.5625     0.7292     2.71
