
Sample-level average across 5 folds - Epoch 7
Overall Results:
Macro-F1: 0.7273
Macro-Precision: 0.7515
Macro-Recall: 0.7120
Accuracy: 0.8146

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.6316   0.6000       0.6667     0.7358     1.81
2        0.7059   0.7500       0.6667     0.8864     1.74
3        0.6667   0.7333       0.6111     0.8750     1.74
4        0.7429   0.7647       0.7222     0.8977     1.74
5        0.4516   0.5385       0.3889     0.8068     2.90
6        0.6452   0.7692       0.5556     0.8750     1.76
7        0.5625   0.6429       0.5000     0.8409     3.09
8        0.4118   0.4375       0.3889     0.7727     3.09
9        0.6471   0.6875       0.6111     0.8636     1.74
10       0.1600   0.2857       0.1111     0.7614     2.88
11       0.4118   0.4375       0.3889     0.7727     3.06
12       0.2857   0.4000       0.2222     0.6226     2.92
13       0.7273   0.8000       0.6667     0.8977     1.74
14       0.5143   0.5294       0.5000     0.8068     3.09
15       0.8108   0.7895       0.8333     0.9205     1.76
16       0.8000   1.0000       0.6667     0.8868     1.81
17       0.6452   0.7692       0.5556     0.7925     1.85
18       0.6857   0.7059       0.6667     0.7925     1.83
43       0.4828   0.5833       0.4118     0.7059     2.47
62       0.4516   0.5000       0.4118     0.6667     2.49
63       0.4615   0.6000       0.3750     0.7083     2.73
64       0.4545   0.8333       0.3125     0.7500     2.71
