
Sample-level average across 5 folds - Epoch 44
Overall Results:
Macro-F1: 0.7614
Macro-Precision: 0.7734
Macro-Recall: 0.7519
Accuracy: 0.8314

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7429   0.7647       0.7222     0.8302     1.81
2        0.7368   0.7000       0.7778     0.8864     1.74
3        0.7647   0.8125       0.7222     0.9091     1.74
4        0.7429   0.7647       0.7222     0.8977     1.74
5        0.6111   0.6111       0.6111     0.8409     2.90
6        0.8125   0.9286       0.7222     0.9318     1.76
7        0.5000   0.5714       0.4444     0.8182     3.09
8        0.4242   0.4667       0.3889     0.7841     3.09
9        0.6857   0.7059       0.6667     0.8750     1.74
10       0.4444   0.4444       0.4444     0.7727     2.88
11       0.2941   0.3125       0.2778     0.7273     3.06
12       0.3889   0.3889       0.3889     0.5849     2.92
13       0.8824   0.9375       0.8333     0.9545     1.74
14       0.5000   0.5000       0.5000     0.7955     3.09
15       0.8108   0.7895       0.8333     0.9205     1.76
16       0.9143   0.9412       0.8889     0.9434     1.81
17       0.6875   0.7857       0.6111     0.8113     1.85
18       0.7879   0.8667       0.7222     0.8679     1.83
43       0.4000   0.6250       0.2941     0.7059     2.47
62       0.4516   0.5000       0.4118     0.6667     2.49
63       0.6452   0.6667       0.6250     0.7708     2.73
64       0.5926   0.7273       0.5000     0.7708     2.71
