
Variant-level average across 5 folds - Epoch 4
Overall Results:
Macro-F1: 0.5745
Macro-Precision: 0.5754
Macro-Recall: 0.5778
Accuracy: 0.5813

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7432   0.7143       0.7746     0.7266     3.02
2        0.7453   0.6667       0.8451     0.8057     3.00
3        0.6232   0.6418       0.6056     0.7626     3.05
4        0.4503   0.4250       0.4789     0.6210     3.11
5        0.3488   0.2970       0.4225     0.4886     3.83
6        0.4965   0.5072       0.4861     0.6830     3.11
7        0.3000   0.2477       0.3803     0.4247     3.88
8        0.1029   0.1077       0.0986     0.4480     3.91
9        0.5655   0.5541       0.5775     0.7149     3.12
10       0.5785   0.7000       0.4930     0.7692     3.84
11       0.6000   0.4651       0.8451     0.6380     3.90
12       0.2903   0.3396       0.2535     0.4014     3.89
13       0.8345   0.8529       0.8169     0.8959     3.13
14       0.2951   0.2411       0.3803     0.4163     3.88
15       0.6667   0.6575       0.6761     0.7828     3.05
16       0.6202   0.6897       0.5634     0.6644     3.03
17       0.7429   0.7536       0.7324     0.7534     3.10
18       0.6555   0.8125       0.5493     0.7192     3.07
21       0.6364   0.6667       0.6087     0.7838     4.11
22       0.1449   0.1087       0.2174     0.2027     4.16
31       0.6333   0.7451       0.5507     0.6923     3.13
32       0.7377   0.8491       0.6522     0.7762     3.12
33       0.1818   0.1905       0.1739     0.2500     3.23
34       0.5891   0.6333       0.5507     0.6294     3.13
41       0.3418   0.3068       0.3857     0.2877     3.79
42       0.5455   0.4688       0.6522     0.5192     3.25
43       0.2182   0.1875       0.2609     0.1887     3.89
45       0.3297   0.7143       0.2143     0.5734     4.00
51       0.5823   0.5227       0.6571     0.5417     3.80
52       0.5395   0.5000       0.5857     0.5139     3.83
53       0.6125   0.5444       0.7000     0.5694     3.94
54       0.6788   0.5895       0.8000     0.6294     4.03
61       0.4906   0.4333       0.5652     0.4808     3.25
62       0.2222   0.1935       0.2609     0.2075     3.91
63       0.6424   0.5579       0.7571     0.5959     3.90
64       0.5542   0.4792       0.6571     0.4932     3.88
66       0.5823   0.5227       0.6571     0.5448     3.92
67       0.5443   0.4886       0.6143     0.5068     3.79
68       0.6500   0.5000       0.9286     0.5205     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.6476   0.4857       0.9714     0.4966     28.14
