
Variant-level average across 5 folds - Epoch 31
Overall Results:
Macro-F1: 0.6273
Macro-Precision: 0.6267
Macro-Recall: 0.6282
Accuracy: 0.6380

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7218   0.7742       0.6761     0.7338     3.02
2        0.6887   0.6500       0.7324     0.7773     3.00
3        0.7436   0.6824       0.8169     0.8174     3.05
4        0.6567   0.6984       0.6197     0.7900     3.11
5        0.4789   0.4789       0.4789     0.6621     3.83
6        0.6755   0.6456       0.7083     0.7812     3.11
7        0.4625   0.4157       0.5211     0.6073     3.88
8        0.1986   0.2000       0.1972     0.4887     3.91
9        0.6438   0.6267       0.6620     0.7647     3.12
10       0.5821   0.6190       0.5493     0.7466     3.84
11       0.6395   0.5446       0.7746     0.7195     3.90
12       0.4463   0.5400       0.3803     0.5442     3.89
13       0.7595   0.6897       0.8451     0.8281     3.13
14       0.4780   0.4318       0.5352     0.6244     3.88
15       0.7226   0.6667       0.7887     0.8054     3.05
16       0.7176   0.7833       0.6620     0.7466     3.03
17       0.6508   0.7455       0.5775     0.6986     3.10
18       0.7286   0.7391       0.7183     0.7397     3.07
21       0.2381   0.2632       0.2174     0.5676     4.11
22       0.1639   0.1316       0.2174     0.3108     4.16
31       0.8201   0.8143       0.8261     0.8252     3.13
32       0.7917   0.7600       0.8261     0.7902     3.12
33       0.2542   0.3061       0.2174     0.3889     3.23
34       0.6767   0.7031       0.6522     0.6993     3.13
41       0.3265   0.3117       0.3429     0.3219     3.79
42       0.3137   0.2857       0.3478     0.3269     3.25
43       0.3636   0.3125       0.4348     0.3396     3.89
45       0.4643   0.6190       0.3714     0.5804     4.00
51       0.6329   0.5682       0.7143     0.5972     3.80
52       0.6977   0.7627       0.6429     0.7292     3.83
53       0.6452   0.5882       0.7143     0.6181     3.94
54       0.6552   0.8261       0.5429     0.7203     4.03
61       0.5106   0.5000       0.5217     0.5577     3.25
62       0.3462   0.3103       0.3913     0.3585     3.91
63       0.6335   0.5604       0.7286     0.5959     3.90
64       0.6216   0.5897       0.6571     0.6164     3.88
66       0.4636   0.4321       0.5000     0.4414     3.92
67       0.3556   0.3692       0.3429     0.4041     3.79
68       0.6474   0.5437       0.8000     0.5822     4.01
72       0.0000   0.0000       0.0000     0.0000     62.07
73       0.4885   0.5246       0.4571     0.5442     28.14
