
Variant-level average across 5 folds - Epoch 14
Overall Results:
Macro-F1: 0.4393
Macro-Precision: 0.4958
Macro-Recall: 0.4984
Accuracy: 0.5774

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0000   0.0000       0.0000     0.5287     3.01
2        0.5200   1.0000       0.3514     0.8000     3.01
3        0.5490   1.0000       0.3784     0.8083     3.02
4        0.0000   0.0000       0.0000     0.4292     3.07
5        0.7563   1.0000       0.6081     0.8792     3.81
6        0.0000   0.0000       0.0000     0.6917     3.10
7        0.0000   0.0000       0.0000     0.6917     3.85
8        0.0000   0.0000       0.0000     0.6917     3.90
9        0.6038   1.0000       0.4324     0.8250     3.08
10       0.0000   0.0000       0.0000     0.6917     3.81
11       0.0000   0.0000       0.0000     0.6917     3.89
12       0.0000   0.0000       0.0000     0.5287     3.85
13       0.0000   0.0000       0.0000     0.6917     3.10
14       0.0000   0.0000       0.0000     0.6917     3.85
15       0.0000   0.0000       0.0000     0.4292     3.02
16       0.0000   0.0000       0.0000     0.3503     3.00
17       0.0000   0.0000       0.0000     0.5287     3.08
18       0.0000   0.0000       0.0000     0.5287     3.04
21       0.0000   0.0000       0.0000     0.6974     4.08
22       0.0000   0.0000       0.0000     0.6974     4.13
31       0.6415   1.0000       0.4722     0.7516     3.08
32       0.6019   1.0000       0.4306     0.7320     3.07
33       0.0000   0.0000       0.0000     0.5294     3.19
34       0.0000   0.0000       0.0000     0.5294     3.08
41       0.0000   0.0000       0.0000     0.5294     3.75
42       0.4667   1.0000       0.3043     0.6981     3.23
43       0.0000   0.0000       0.0000     0.5660     3.89
44       0.0000   0.0000       0.0000     0.5294     1.95
45       0.5155   1.0000       0.3472     0.6928     3.95
51       0.0000   0.0000       0.0000     0.5294     3.76
52       0.0000   0.0000       0.0000     0.2157     3.80
53       0.0000   0.0000       0.0000     0.2288     3.90
54       0.0000   0.0000       0.0000     0.5294     3.98
61       0.0000   0.0000       0.0000     0.4151     3.23
62       0.0000   0.0000       0.0000     0.5660     3.91
63       0.0000   0.0000       0.0000     0.5294     3.86
64       0.0000   0.0000       0.0000     0.5294     3.84
65       0.0000   0.0000       0.0000     0.5294     1.95
66       0.5135   0.5000       0.5278     0.5294     3.88
67       0.7368   1.0000       0.5833     0.8039     3.75
68       0.0000   0.0000       0.0000     0.5294     3.96
72       0.0000   0.0000       0.0000     0.5294     62.00
73       0.0000   0.0000       0.0000     0.0000     28.07
74       0.0000   0.0000       0.0000     0.0000     89.42
81       0.0000   0.0000       0.0000     0.5294     1.97
82       0.0000   0.0000       0.0000     0.3399     2.86
83       0.4138   1.0000       0.2609     0.6792     4.17
84       0.0000   0.0000       0.0000     0.5660     4.70
