
Sample-level average across 5 folds - Epoch 40
Overall Results:
Macro-F1: 0.4746
Macro-Precision: 0.4995
Macro-Recall: 0.4997
Accuracy: 0.5603

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.1748   0.3103       0.1216     0.4586     3.01
2        0.2689   0.3556       0.2162     0.6375     3.01
3        0.3538   0.4107       0.3108     0.6500     3.02
4        0.2435   0.3415       0.1892     0.6375     3.07
5        0.2927   0.3673       0.2432     0.6375     3.81
6        0.3226   0.4000       0.2703     0.6500     3.10
7        0.2810   0.3617       0.2297     0.6375     3.85
8        0.2439   0.3061       0.2027     0.6125     3.90
9        0.2203   0.2955       0.1757     0.6167     3.08
10       0.2857   0.3462       0.2432     0.6250     3.81
11       0.1626   0.2041       0.1351     0.5708     3.89
12       0.3178   0.5152       0.2297     0.5350     3.85
13       0.2479   0.3191       0.2027     0.6208     3.10
14       0.2031   0.2407       0.1757     0.5750     3.85
15       0.2459   0.3125       0.2027     0.6167     3.02
16       0.2692   0.4667       0.1892     0.5159     3.00
17       0.3889   0.6176       0.2838     0.5796     3.08
18       0.3486   0.5429       0.2568     0.5478     3.04
21       0.1714   0.2500       0.1304     0.6184     4.08
22       0.1143   0.1667       0.0870     0.5921     4.13
31       0.2680   0.5200       0.1806     0.5359     3.08
32       0.2500   0.4062       0.1806     0.4902     3.07
33       0.2524   0.4194       0.1806     0.4967     3.19
34       0.3738   0.5714       0.2778     0.5621     3.08
41       0.2500   0.4062       0.1806     0.4902     3.75
42       0.0645   0.1250       0.0435     0.4528     3.23
43       0.4000   0.5833       0.3043     0.6038     3.89
44       0.2526   0.5217       0.1667     0.5359     1.95
45       0.2653   0.5000       0.1806     0.5294     3.95
51       0.1720   0.3810       0.1111     0.4967     3.76
52       0.2752   0.4054       0.2083     0.4837     3.80
53       0.2718   0.4516       0.1944     0.5098     3.90
54       0.2830   0.4412       0.2083     0.5033     3.98
61       0.3077   0.3750       0.2609     0.4906     3.23
62       0.3158   0.4000       0.2609     0.5094     3.91
63       0.1980   0.3448       0.1389     0.4706     3.86
64       0.3364   0.5143       0.2500     0.5359     3.84
65       0.2609   0.6000       0.1667     0.5556     1.95
66       0.3486   0.5135       0.2639     0.5359     3.88
67       0.1978   0.4737       0.1250     0.5229     3.75
68       0.2174   0.5000       0.1389     0.5294     3.96
72       0.2453   0.3824       0.1806     0.4771     62.00
73       0.2830   0.4412       0.2083     0.5033     28.07
74       0.2115   0.3438       0.1528     0.4641     89.42
81       0.2222   0.5556       0.1389     0.5425     1.97
82       0.1837   0.3462       0.1250     0.4771     2.86
83       0.4375   0.7778       0.3043     0.6604     4.17
84       0.1250   0.2222       0.0870     0.4717     4.70
