
Variant-level average across 5 folds - Epoch 45
Overall Results:
Macro-F1: 0.6230
Macro-Precision: 0.6226
Macro-Recall: 0.6256
Accuracy: 0.6311

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.7442   0.8276       0.6761     0.7626     3.02
2        0.6593   0.5405       0.8451     0.7062     3.00
3        0.7000   0.7101       0.6901     0.8082     3.05
4        0.6515   0.7049       0.6056     0.7900     3.11
5        0.5479   0.5333       0.5634     0.6986     3.83
6        0.5341   0.4519       0.6528     0.6339     3.11
7        0.4872   0.4471       0.5352     0.6347     3.88
8        0.1871   0.1600       0.2254     0.3710     3.91
9        0.5549   0.4706       0.6761     0.6516     3.12
10       0.5692   0.6271       0.5211     0.7466     3.84
11       0.6194   0.5714       0.6761     0.7330     3.90
12       0.2520   0.2857       0.2254     0.3537     3.89
13       0.7042   0.7042       0.7042     0.8100     3.13
14       0.5063   0.4598       0.5634     0.6471     3.88
15       0.8250   0.7416       0.9296     0.8733     3.05
16       0.6301   0.6133       0.6479     0.6301     3.03
17       0.7176   0.7833       0.6620     0.7466     3.10
18       0.6713   0.6667       0.6761     0.6781     3.07
21       0.5143   0.7500       0.3913     0.7703     4.11
22       0.3438   0.2683       0.4783     0.4324     4.16
31       0.7445   0.7500       0.7391     0.7552     3.13
32       0.8571   0.8451       0.8696     0.8601     3.12
33       0.2927   0.3333       0.2609     0.3958     3.23
34       0.6446   0.7500       0.5652     0.6993     3.13
41       0.2837   0.2817       0.2857     0.3082     3.79
42       0.2222   0.2273       0.2174     0.3269     3.25
43       0.4074   0.3548       0.4783     0.3962     3.89
45       0.6122   0.5844       0.6429     0.6014     4.00
51       0.5963   0.5275       0.6857     0.5486     3.80
52       0.7943   0.7887       0.8000     0.7986     3.83
53       0.6842   0.6341       0.7429     0.6667     3.94
54       0.6984   0.7857       0.6286     0.7343     4.03
61       0.4583   0.4400       0.4783     0.5000     3.25
62       0.3929   0.3333       0.4783     0.3585     3.91
63       0.6093   0.5679       0.6571     0.5959     3.90
64       0.7092   0.7042       0.7143     0.7192     3.88
66       0.4654   0.4157       0.5286     0.4138     3.92
67       0.5211   0.5139       0.5286     0.5342     3.79
68       0.6286   0.5238       0.7857     0.5548     4.01
72       0.0400   0.0375       0.0429     0.0204     62.07
73       0.5786   0.5169       0.6571     0.5442     28.14
