
Variant-level average across 5 folds - Epoch 1
Overall Results:
Macro-F1: 0.4329
Macro-Precision: 0.4608
Macro-Recall: 0.4798
Accuracy: 0.5467

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.0000   0.0000       0.0000     0.4892     3.02
2        0.0190   0.0294       0.0141     0.5118     3.00
3        0.4970   0.4362       0.5775     0.6210     3.05
4        0.0000   0.0000       0.0000     0.6575     3.11
5        0.0000   0.0000       0.0000     0.6758     3.83
6        0.5522   0.5968       0.5139     0.7321     3.11
7        0.3294   1.0000       0.1972     0.7397     3.88
8        0.0000   0.0000       0.0000     0.6018     3.91
9        0.0000   0.0000       0.0000     0.5656     3.12
10       0.0000   0.0000       0.0000     0.6787     3.84
11       0.0000   0.0000       0.0000     0.6787     3.90
12       0.4505   0.6250       0.3521     0.5850     3.89
13       0.0156   0.0175       0.0141     0.4299     3.13
14       0.3678   1.0000       0.2254     0.7511     3.88
15       0.2763   0.2593       0.2958     0.5023     3.05
16       0.0000   0.0000       0.0000     0.3973     3.03
17       0.0000   0.0000       0.0000     0.5000     3.10
18       0.0000   0.0000       0.0000     0.3904     3.07
21       0.0000   0.0000       0.0000     0.6892     4.11
22       0.0690   0.1667       0.0435     0.6351     4.16
31       0.5630   0.5758       0.5507     0.5874     3.13
32       0.4835   1.0000       0.3188     0.6713     3.12
33       0.0000   0.0000       0.0000     0.5208     3.23
34       0.0000   0.0000       0.0000     0.5105     3.13
41       0.0000   0.0000       0.0000     0.5205     3.79
42       0.0000   0.0000       0.0000     0.3269     3.25
43       0.0000   0.0000       0.0000     0.5660     3.89
45       0.0811   0.7500       0.0429     0.5245     4.00
51       0.0000   0.0000       0.0000     0.2361     3.80
52       0.2278   1.0000       0.1286     0.5764     3.83
53       0.1034   0.1304       0.0857     0.2778     3.94
54       0.0000   0.0000       0.0000     0.5105     4.03
61       0.0000   0.0000       0.0000     0.5577     3.25
62       0.0000   0.0000       0.0000     0.5283     3.91
63       0.0374   0.0541       0.0286     0.2945     3.90
64       0.7414   0.9348       0.6143     0.7945     3.88
66       0.0000   0.0000       0.0000     0.4414     3.92
67       0.0000   0.0000       0.0000     0.3014     3.79
68       0.1882   0.5333       0.1143     0.5274     4.01
72       0.0000   0.0000       0.0000     0.2313     62.07
73       0.4409   0.4912       0.4000     0.5170     28.14
