
Variant-level average across 5 folds - Epoch 24
Overall Results:
Macro-F1: 0.6214
Macro-Precision: 0.6208
Macro-Recall: 0.6228
Accuracy: 0.6312

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.8060   0.8571       0.7606     0.8129     3.02
2        0.6946   0.6042       0.8169     0.7583     3.00
3        0.7467   0.7089       0.7887     0.8265     3.05
4        0.6512   0.7241       0.5915     0.7945     3.11
5        0.4183   0.3902       0.4507     0.5936     3.83
6        0.6395   0.5500       0.7639     0.7232     3.11
7        0.4121   0.3617       0.4789     0.5571     3.88
8        0.1750   0.1573       0.1972     0.4027     3.91
9        0.5541   0.5325       0.5775     0.7014     3.12
10       0.5161   0.6038       0.4507     0.7285     3.84
11       0.5680   0.4898       0.6761     0.6697     3.90
12       0.3361   0.4167       0.2817     0.4626     3.89
13       0.6800   0.6456       0.7183     0.7828     3.13
14       0.5181   0.4526       0.6056     0.6380     3.88
15       0.7871   0.7262       0.8592     0.8507     3.05
16       0.6466   0.6935       0.6056     0.6781     3.03
17       0.7200   0.8333       0.6338     0.7603     3.10
18       0.6765   0.7077       0.6479     0.6986     3.07
21       0.6512   0.7000       0.6087     0.7973     4.11
22       0.1695   0.1389       0.2174     0.3378     4.16
31       0.7068   0.7344       0.6812     0.7273     3.13
32       0.8551   0.8551       0.8551     0.8601     3.12
33       0.2326   0.2500       0.2174     0.3125     3.23
34       0.6154   0.7500       0.5217     0.6853     3.13
41       0.2500   0.2432       0.2571     0.2603     3.79
42       0.2745   0.2500       0.3043     0.2885     3.25
43       0.2857   0.2692       0.3043     0.3396     3.89
45       0.5625   0.6207       0.5143     0.6084     4.00
51       0.6447   0.5976       0.7000     0.6250     3.80
52       0.7536   0.7647       0.7429     0.7639     3.83
53       0.6759   0.6533       0.7000     0.6736     3.94
54       0.7353   0.7576       0.7143     0.7483     4.03
61       0.5116   0.5500       0.4783     0.5962     3.25
62       0.4000   0.3438       0.4783     0.3774     3.91
63       0.5677   0.5176       0.6286     0.5411     3.90
64       0.7143   0.7143       0.7143     0.7260     3.88
66       0.5562   0.4747       0.6714     0.4828     3.92
67       0.4892   0.4928       0.4857     0.5137     3.79
68       0.6250   0.5189       0.7857     0.5479     4.01
72       0.0268   0.0253       0.0286     0.0136     62.07
73       0.4960   0.5636       0.4429     0.5714     28.14
