
Variant-level average across 5 folds - Epoch 3
Overall Results:
Macro-F1: 0.4850
Macro-Precision: 0.4854
Macro-Recall: 0.4858
Accuracy: 0.5097

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.3969   0.4333       0.3662     0.4317     3.02
2        0.5273   0.3893       0.8169     0.5071     3.00
3        0.5278   0.5205       0.5352     0.6895     3.05
4        0.0548   0.0533       0.0563     0.3699     3.11
5        0.1698   0.2571       0.1268     0.5982     3.83
6        0.3846   0.2941       0.5556     0.4286     3.11
7        0.3500   0.4286       0.2958     0.6438     3.88
8        0.0333   0.0408       0.0282     0.4751     3.91
9        0.0599   0.0521       0.0704     0.2896     3.12
10       0.2000   0.8889       0.1127     0.7104     3.84
11       0.3462   0.5455       0.2535     0.6923     3.90
12       0.1705   0.1897       0.1549     0.2721     3.89
13       0.7226   0.6667       0.7887     0.8054     3.13
14       0.3273   0.4615       0.2535     0.6652     3.88
15       0.6582   0.5977       0.7324     0.7557     3.05
16       0.0984   0.1176       0.0845     0.2466     3.03
17       0.3438   0.3860       0.3099     0.4247     3.10
18       0.0656   0.0784       0.0563     0.2192     3.07
21       0.3571   1.0000       0.2174     0.7568     4.11
22       0.0909   0.0698       0.1304     0.1892     4.16
31       0.5891   0.6333       0.5507     0.6294     3.13
32       0.8305   1.0000       0.7101     0.8601     3.12
33       0.0465   0.1176       0.0290     0.4306     3.23
34       0.0926   0.1282       0.0725     0.3147     3.13
41       0.0227   0.0556       0.0143     0.4110     3.79
42       0.5098   0.4643       0.5652     0.5192     3.25
43       0.0444   0.0455       0.0435     0.1887     3.89
45       0.3738   0.5405       0.2857     0.5315     4.00
51       0.2985   0.3125       0.2857     0.3472     3.80
52       0.7520   0.8545       0.6714     0.7847     3.83
53       0.6708   0.5934       0.7714     0.6319     3.94
54       0.3371   0.7895       0.2143     0.5874     4.03
61       0.2759   0.6667       0.1739     0.5962     3.25
62       0.2857   0.2692       0.3043     0.3396     3.91
63       0.6296   0.5543       0.7286     0.5890     3.90
64       0.5000   0.4362       0.5857     0.4384     3.88
66       0.2362   0.2632       0.2143     0.3310     3.92
67       0.1667   0.2000       0.1429     0.3151     3.79
68       0.6567   0.5038       0.9429     0.5274     4.01
72       0.0000   0.0000       0.0000     0.0612     62.07
73       0.6439   0.4889       0.9429     0.5034     28.14
