
Sample-level average across 5 folds - Epoch 4
Overall Results:
Macro-F1: 0.6073
Macro-Precision: 0.6235
Macro-Recall: 0.6075
Accuracy: 0.6411

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        0.5841   0.7857       0.4648     0.6619     3.02
2        0.5238   0.6000       0.4648     0.7156     3.00
3        0.5039   0.5714       0.4507     0.7123     3.05
4        0.4643   0.6341       0.3662     0.7260     3.11
5        0.3860   0.5116       0.3099     0.6804     3.83
6        0.4274   0.5556       0.3472     0.7009     3.11
7        0.4561   0.6047       0.3662     0.7169     3.88
8        0.4211   0.5581       0.3380     0.7014     3.91
9        0.5333   0.6531       0.4507     0.7466     3.12
10       0.4779   0.6429       0.3803     0.7330     3.84
11       0.4516   0.5283       0.3944     0.6923     3.90
12       0.3043   0.6667       0.1972     0.5646     3.89
13       0.5000   0.6444       0.4085     0.7376     3.13
14       0.5120   0.5926       0.4507     0.7240     3.88
15       0.4628   0.5600       0.3944     0.7059     3.05
16       0.5378   0.6667       0.4507     0.6233     3.03
17       0.6126   0.8500       0.4789     0.7055     3.10
18       0.5664   0.7619       0.4507     0.6644     3.07
21       0.3529   0.5455       0.2609     0.7027     4.11
22       0.3333   0.2903       0.3913     0.5135     4.16
31       0.5505   0.7500       0.4348     0.6573     3.13
32       0.5185   0.7179       0.4058     0.6364     3.12
33       0.3200   0.5161       0.2319     0.5278     3.23
34       0.5421   0.7632       0.4203     0.6573     3.13
41       0.4677   0.5370       0.4143     0.5479     3.79
42       0.3077   0.3750       0.2609     0.4808     3.25
43       0.3333   0.4615       0.2609     0.5472     3.89
45       0.4333   0.5200       0.3714     0.5245     4.00
51       0.5634   0.5556       0.5714     0.5694     3.80
52       0.5362   0.5441       0.5286     0.5556     3.83
53       0.5312   0.5862       0.4857     0.5833     3.94
54       0.5753   0.5526       0.6000     0.5664     4.03
61       0.2941   0.4545       0.2174     0.5385     3.25
62       0.4091   0.4286       0.3913     0.5094     3.91
63       0.6395   0.6104       0.6714     0.6370     3.90
64       0.5634   0.5556       0.5714     0.5753     3.88
66       0.4035   0.5227       0.3286     0.5310     3.92
67       0.5714   0.5714       0.5714     0.5890     3.79
68       0.5211   0.5139       0.5286     0.5342     4.01
72       0.4559   0.4697       0.4429     0.4966     62.07
73       0.4595   0.4359       0.4857     0.4558     28.14
